,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.23,0.39,0.17,0.0,0.06,0.0,0.27,0.38,1.0,0.2,0.04,0.19,0.29,0.08,0.57
fluidium.csv,0.12,0.22,0.31,0.23,0.27,0.17,0.0,0.3,0.05,0.24,0.68,0.43,0.19,1.0,0.2
guineu.csv,0.98,0.14,0.25,0.27,0.06,0.0,0.08,0.3,0.0,0.1,0.05,0.1,0.21,0.36,0.25
inkscape.csv,0.11,0.11,0.13,0.27,0.13,0.18,0.99,0.29,0.24,0.22,0.2,0.55,0.37,0.08,0.4
mpqc.csv,0.16,0.4,0.78,0.15,0.23,0.95,0.41,0.41,0.17,0.31,0.8,0.58,0.35,0.45,0.56
nsis.csv,0.32,0.45,0.8,0.24,0.28,0.27,0.68,0.43,0.13,0.37,0.99,0.77,0.47,0.63,0.68
octave.csv,0.51,0.41,0.53,0.31,0.98,0.05,0.39,0.53,0.23,0.07,0.04,0.05,0.57,0.08,0.52
owfs.csv,0.27,0.21,0.29,0.95,0.35,0.05,0.16,0.2,0.16,0.25,0.11,0.19,0.41,0.0,0.18
owlib.csv,0.46,0.98,0.84,0.32,0.22,0.16,0.46,0.49,0.29,0.35,0.85,0.59,0.61,0.6,0.53
pamguard.csv,0.43,0.46,0.85,0.38,0.24,0.3,0.26,0.49,0.28,0.18,0.24,0.47,0.65,0.39,0.99
prelude.csv,0.47,0.53,1.0,0.25,0.31,0.27,0.67,0.54,0.36,0.33,0.81,0.77,0.5,0.5,0.69
robocode.csv,0.48,0.45,0.35,0.28,0.17,0.36,0.18,0.98,0.34,0.37,0.22,0.19,0.64,0.16,0.57
uwom-server.csv,0.35,0.21,0.05,0.17,0.2,0.05,0.55,0.45,0.28,0.93,0.07,0.22,0.47,0.37,0.47
zengine.csv,0.45,0.56,0.88,0.29,0.4,0.28,0.73,0.63,0.48,0.4,0.73,0.96,0.69,0.49,0.73
zildo.csv,0.45,0.51,0.73,0.33,0.22,0.12,0.7,0.39,0.44,0.41,0.19,0.27,0.99,0.48,0.39
