,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.33,0.41,0.51,0.28,0.49,0.28,0.68,0.32,0.55,0.34,0.0,0.44
bscwweasel.csv,0.02,0.09,0.55,0.68,0.62,0.46,0.46,0.56,0.43,0.56,0.37,0.3
capcode.csv,0.02,0.6,0.64,0.55,0.42,0.75,0.41,0.31,0.67,0.58,0.36,0.43
emite.csv,0.71,0.48,0.48,0.43,0.72,0.28,0.52,0.29,0.39,0.17,0.37,0.65
lamp.csv,0.33,0.65,0.39,0.57,0.09,0.49,0.35,0.55,0.59,0.65,0.13,0.3
mecat.csv,0.0,0.09,0.06,0.0,0.06,0.2,0.0,0.13,0.0,0.36,0.98,0.0
nodal.csv,0.02,0.24,0.52,0.49,0.45,0.53,0.02,0.11,0.68,0.65,0.65,0.22
pydev.csv,0.17,0.48,0.46,0.61,0.66,0.52,0.26,0.52,0.43,0.7,0.63,0.27
retromenu.csv,0.13,0.52,0.48,0.29,0.76,0.52,0.3,0.21,0.34,0.17,0.37,0.4
smbopensoft.csv,0.81,0.13,0.34,0.48,0.48,0.29,0.59,0.29,0.6,0.41,0.37,0.59
stuproa-cims.csv,0.0,0.17,0.47,0.5,0.68,0.29,0.02,0.59,0.38,0.58,0.89,0.27
thout.csv,0.62,0.17,0.66,0.44,0.56,0.17,0.0,0.32,0.09,0.43,0.4,0.09
