,recall,precision,pf,wins
alpine.csv,0.74,0.49,0.63,6
autat.csv,0.44,0.71,0.26,17
critterding.csv,0.8,0.6,0.78,7
elateportal.csv,0.6,0.52,0.6,5
factor.csv,0.26,0.67,0.17,14
fceugc.csv,0.47,0.65,0.4,10
jstock.csv,0.34,0.75,0.17,18
keyczar.csv,0.11,0.29,0.2,0
mimosa.csv,0.85,0.52,0.83,3
miranda.csv,0.08,0.75,0.13,16
nativeclient.csv,0.54,0.67,0.34,15
ogre.csv,0.66,0.46,0.69,1
openfrag.csv,0.62,0.71,0.44,13
qdvdauthor.csv,0.62,0.47,0.67,2
qse.csv,0.5,0.64,0.37,11
reactos-mirror.csv,0.74,0.63,0.47,12
sandiaportals.csv,0.62,0.52,0.44,8
synergyspace.csv,0.34,0.59,0.29,9
uclmda.csv,0.06,0.3,0.11,4
