,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.57,0.62,0.08,0.57,0.32,0.61,0.37,0.66,0.73,0.84,0.41,0.33,0.39,0.86,0.8,0.0,0.75,0.26,0.8
autat.csv,0.49,0.55,0.44,0.15,0.41,0.26,0.21,0.61,0.49,0.98,0.52,0.24,0.23,0.04,0.09,0.7,0.29,0.92,0.75
critterding.csv,0.49,0.66,0.48,0.76,0.33,0.64,0.14,0.53,0.65,0.12,0.79,0.45,0.35,0.53,0.84,0.67,0.7,0.8,0.72
elateportal.csv,0.51,0.56,0.41,0.71,0.38,0.29,0.19,0.32,0.52,0.98,0.62,0.29,0.2,0.8,0.98,0.82,0.26,0.81,0.59
factor.csv,0.34,0.46,0.33,0.03,0.36,0.13,0.15,0.64,0.19,0.51,0.17,0.12,0.23,0.04,0.57,0.86,0.21,0.93,0.76
fceugc.csv,0.55,0.38,0.63,0.37,0.34,0.56,0.18,0.53,0.57,0.04,0.73,0.3,0.12,0.42,0.23,0.61,0.58,0.8,0.75
jstock.csv,0.47,0.47,0.31,0.53,0.43,0.47,0.3,0.4,0.56,0.01,0.71,0.69,0.24,0.43,0.0,0.29,0.15,0.58,0.48
keyczar.csv,0.24,0.26,0.17,0.66,0.0,0.0,0.09,0.0,0.03,0.14,0.09,0.14,0.12,0.83,0.77,0.17,0.23,0.09,0.02
mimosa.csv,0.47,0.58,0.37,0.95,0.33,0.78,0.17,0.5,0.63,0.98,0.71,0.43,0.44,0.86,0.94,0.85,0.73,0.43,0.66
miranda.csv,0.0,0.0,0.51,0.58,0.0,0.15,0.14,0.0,0.14,0.12,0.49,0.0,0.2,0.54,0.91,0.85,0.01,0.09,0.77
nativeclient.csv,0.53,0.33,0.37,0.53,0.34,0.75,0.2,0.68,0.69,0.01,0.65,0.42,0.23,0.21,0.16,0.69,0.71,0.3,0.73
ogre.csv,0.39,0.39,0.42,0.97,0.23,0.69,0.13,0.39,0.52,0.9,0.68,0.36,0.37,0.83,0.94,0.69,0.69,0.31,0.41
openfrag.csv,0.42,0.61,0.49,0.24,0.32,0.66,0.23,0.7,0.78,0.17,0.66,0.33,0.32,0.04,0.82,0.8,0.44,0.79,0.79
qdvdauthor.csv,0.57,0.59,0.46,0.55,0.21,0.58,0.11,0.6,0.65,0.66,0.76,0.31,0.33,0.49,0.04,0.83,0.7,0.19,0.34
qse.csv,0.43,0.44,0.52,0.37,0.39,0.53,0.16,0.8,0.48,0.94,0.59,0.29,0.17,0.45,0.2,0.48,0.49,0.61,0.78
reactos-mirror.csv,0.62,0.64,0.51,0.65,0.38,0.69,0.16,0.74,0.77,0.96,0.75,0.47,0.38,0.35,0.97,0.85,0.74,0.08,0.8
sandiaportals.csv,0.51,0.61,0.48,0.21,0.31,0.58,0.18,0.68,0.72,0.95,0.66,0.43,0.25,0.0,0.0,0.83,0.57,0.84,0.74
synergyspace.csv,0.38,0.54,0.25,0.51,0.25,0.75,0.06,0.51,0.54,0.33,0.39,0.29,0.45,0.43,0.16,0.14,0.66,0.08,0.1
uclmda.csv,0.1,0.22,0.15,0.06,0.25,0.0,0.0,0.1,0.1,1.0,0.05,0.0,0.13,0.4,0.09,0.1,0.04,0.83,0.12
