,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.92,1.0,0.05,1.0,0.38,1.0,0.23,0.77,0.68,0.5,0.37,0.63,0.48,1.0,0.17,0.0,0.96,0.22,1.0
autat.csv,0.24,0.46,0.16,0.5,0.34,0.5,0.28,0.17,0.08,0.83,0.26,0.05,0.65,0.0,0.0,0.06,0.04,0.26,0.64
critterding.csv,0.52,0.27,0.84,1.0,0.88,1.0,0.89,0.45,0.74,1.0,0.79,0.74,0.92,0.53,0.67,0.44,0.78,0.52,0.81
elateportal.csv,0.79,0.85,0.6,0.5,0.72,0.48,0.6,0.26,0.58,0.83,0.74,0.53,0.8,0.67,0.0,0.89,0.13,0.52,0.68
factor.csv,0.17,0.22,0.09,0.25,0.03,0.1,0.35,0.43,0.0,0.33,0.16,0.05,0.43,0.0,0.17,0.28,0.04,0.17,0.73
fceugc.csv,0.51,0.2,0.28,0.5,0.71,0.62,0.4,0.15,0.19,0.67,0.26,0.49,0.37,0.27,0.33,0.22,0.41,0.52,0.57
jstock.csv,0.44,0.05,0.14,0.5,0.51,0.1,0.23,0.02,0.26,0.5,0.47,0.23,0.11,0.2,0.0,0.0,0.03,0.13,0.17
keyczar.csv,0.35,0.32,0.26,0.0,0.03,0.0,0.21,0.23,0.19,0.0,0.21,0.33,0.06,0.2,0.33,0.56,0.18,0.17,0.08
mimosa.csv,0.78,0.83,0.95,1.0,0.94,0.21,0.74,0.79,0.91,0.67,0.95,0.79,0.52,1.0,1.0,1.0,0.96,0.78,0.7
miranda.csv,0.0,0.0,0.4,0.5,0.03,0.0,0.79,0.0,0.02,0.0,0.16,0.05,0.19,0.27,0.5,1.0,0.0,0.13,0.42
nativeclient.csv,0.55,0.15,0.23,0.5,0.34,0.36,0.54,0.36,0.42,0.5,0.42,0.3,0.13,0.13,0.33,0.22,0.27,0.17,0.38
ogre.csv,0.65,0.37,0.74,0.0,0.69,0.21,0.92,0.55,0.85,0.5,0.68,0.86,0.44,1.0,1.0,0.78,0.83,0.78,0.28
openfrag.csv,0.11,0.34,0.44,1.0,0.93,0.95,0.36,0.04,0.21,1.0,0.47,0.51,0.85,0.0,0.33,0.28,0.13,0.7,0.7
qdvdauthor.csv,0.95,0.46,0.51,1.0,0.78,0.79,0.66,1.0,0.66,0.67,0.32,0.33,0.69,0.73,0.33,1.0,0.92,0.35,0.28
qse.csv,0.4,0.37,0.3,0.0,0.25,0.81,0.59,0.15,0.3,0.67,0.42,0.67,0.38,0.27,0.0,0.06,0.31,0.52,0.66
reactos-mirror.csv,0.26,0.46,0.47,1.0,0.34,0.26,0.55,0.4,0.38,0.5,0.53,0.53,0.46,0.27,0.5,1.0,1.0,0.43,1.0
sandiaportals.csv,0.44,0.56,0.4,0.5,0.66,0.86,0.35,0.62,0.19,1.0,0.58,0.12,0.59,0.0,0.17,0.17,0.31,0.22,0.66
synergyspace.csv,0.32,0.29,0.16,0.0,0.78,0.21,0.38,0.74,0.74,0.5,0.26,0.53,0.26,0.47,0.17,0.0,0.58,0.22,0.06
uclmda.csv,0.11,0.34,0.09,0.0,0.18,0.14,0.01,0.11,0.21,0.0,0.11,0.05,0.58,0.0,0.17,0.39,0.01,0.35,0.11
