,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.23,0.39,0.0,0.0,0.05,0.6,0.07,0.52,1.0,0.25,0.05,0.11,0.3,0.14,0.44,0.02
customsagetv.csv,0.31,0.34,0.17,0.36,0.05,0.1,0.26,0.17,0.54,0.27,0.08,0.42,0.43,0.0,0.46,0.98
fluidium.csv,0.19,0.48,0.0,0.45,0.5,0.3,0.26,0.17,0.15,0.25,0.31,0.29,0.43,1.0,0.29,0.5
guineu.csv,0.92,0.31,0.9,1.0,0.64,0.2,0.26,0.3,0.62,0.39,0.47,0.26,0.3,0.33,0.17,0.56
inkscape.csv,0.38,0.31,0.38,0.73,0.05,0.15,0.95,0.39,0.31,0.46,0.13,0.47,0.27,0.33,0.22,0.02
mpqc.csv,0.31,0.21,0.31,0.27,0.23,0.9,0.12,0.43,0.38,0.32,0.58,0.32,0.34,0.71,0.32,0.87
nsis.csv,0.54,0.82,0.88,0.64,0.95,0.95,0.95,0.7,0.38,1.0,1.0,0.87,0.59,0.9,0.71,1.0
octave.csv,0.65,0.69,0.81,0.82,0.95,0.5,0.51,0.65,0.54,0.48,0.23,0.53,0.64,0.43,0.68,0.63
owfs.csv,0.54,0.18,0.17,1.0,0.18,0.0,0.14,0.39,0.54,0.23,0.1,0.08,0.48,0.0,0.32,0.19
owlib.csv,0.62,0.99,0.62,0.73,0.59,0.35,0.35,0.74,0.62,0.54,0.69,0.5,0.64,0.71,0.69,0.92
pamguard.csv,0.54,0.36,0.67,0.64,0.45,0.5,0.35,0.65,0.62,0.34,0.37,0.61,0.59,0.24,0.95,0.25
prelude.csv,0.92,0.97,1.0,0.91,1.0,1.0,1.0,0.96,0.92,0.98,0.6,0.92,0.98,0.71,0.95,0.92
robocode.csv,0.73,0.46,0.17,0.55,0.64,0.45,0.63,0.91,0.69,0.59,0.28,0.13,0.68,0.43,0.39,0.54
uwom-server.csv,0.5,0.08,0.0,0.36,0.23,0.0,0.3,0.39,0.77,0.86,0.12,0.18,0.36,0.38,0.34,0.33
zengine.csv,0.96,0.92,0.69,0.91,0.64,0.9,0.88,0.78,0.69,0.89,0.59,1.0,1.0,0.71,0.97,0.27
zildo.csv,0.46,0.5,0.21,0.55,0.41,0.25,0.47,0.39,0.54,0.39,0.21,0.11,0.95,0.14,0.56,0.19
