,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.36,0.2,0.01,0.2,0.4,0.25,0.15,0.24
jlinalg.csv,0.07,0.28,0.77,0.54,0.8,0.62,0.53,0.31
jmule.csv,0.14,0.22,0.43,0.25,0.2,0.48,0.22,0.0
knowledge.csv,1.0,0.99,0.97,0.99,0.0,0.9,0.88,1.0
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ng4j.csv,0.21,0.09,0.68,0.25,0.0,0.35,0.0,0.28
playerstage.csv,0.07,0.43,0.22,0.01,0.0,0.26,0.17,0.0
superwaba.csv,0.14,0.0,0.25,0.2,0.2,0.3,0.24,0.24
