,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.56,0.56,0.99,0.48,0.63,1.0,0.25,0.21
jlinalg.csv,1.0,0.38,0.81,0.78,0.89,0.75,0.75,0.62
jmule.csv,0.62,0.52,0.67,0.74,0.71,0.75,0.75,0.88
knowledge.csv,0.98,0.98,0.96,0.98,1.0,1.0,0.95,0.92
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0
ng4j.csv,0.44,0.42,0.65,0.69,0.53,0.75,0.95,0.75
playerstage.csv,0.2,0.62,0.43,0.98,0.4,0.25,0.3,0.12
superwaba.csv,0.3,0.94,0.57,0.62,0.39,0.5,0.45,0.33
