,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.55,0.63,0.56,0.69,0.41,0.74,0.93,0.92
jlinalg.csv,0.49,0.78,0.47,0.44,0.41,0.54,0.61,0.58
jmule.csv,0.39,0.57,0.47,0.48,0.44,0.49,0.54,0.52
knowledge.csv,0.51,0.41,0.44,0.36,0.4,0.42,0.42,0.31
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ng4j.csv,0.44,0.72,0.49,0.49,0.45,0.55,0.79,0.42
playerstage.csv,0.91,0.48,0.5,0.6,0.52,0.76,0.69,0.67
superwaba.csv,0.53,0.55,0.47,0.53,0.52,0.62,0.57,0.73
