,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.48,0.6,0.59,0.21,0.51,0.28,0.62,0.0,0.43,0.0,0.61
freedom-erp.csv,0.79,0.27,0.59,0.05,0.05,0.11,0.67,0.77,0.17,0.0,0.52
haggle.csv,0.42,0.57,0.42,0.68,0.45,0.46,0.07,0.02,0.52,0.0,0.55
jchassis.csv,0.0,0.0,0.0,0.0,0.19,0.0,0.08,0.0,0.0,0.44,0.0
jmoney.csv,0.77,0.65,0.7,0.56,0.59,0.49,0.34,0.35,0.38,0.0,0.22
jsidplay2.csv,0.51,0.46,0.86,0.7,0.7,0.65,0.71,0.74,0.26,0.05,0.41
madman.csv,0.17,0.29,0.44,0.6,0.16,0.38,0.35,0.06,0.57,0.0,0.57
matrex.csv,0.65,0.47,0.56,0.15,0.66,0.18,0.83,0.54,0.38,0.0,0.1
mediate.csv,0.47,0.4,0.49,0.67,0.7,0.47,0.65,0.62,0.29,0.09,0.46
primefaces.csv,0.53,0.52,0.56,0.78,0.56,0.84,0.67,0.06,0.25,0.08,0.75
tmva.csv,0.51,0.5,0.86,0.71,0.72,0.84,0.66,0.73,0.35,0.0,0.72
