,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.49,0.0,0.21,0.2,0.11,0.36
nsis.csv,0.84,0.14,0.66,0.88,0.58,0.71
papertoolkit.csv,0.22,0.29,0.41,0.18,0.16,0.41
plearn.csv,0.4,0.86,0.12,0.17,0.42,0.57
qdvdauthor.csv,0.66,0.57,0.72,0.07,0.37,0.39
tango-cs.csv,0.64,1.0,0.43,0.95,0.95,0.42
