,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.76,0.44,0.7,0.49,0.95,0.01,0.41,0.0
jlinalg.csv,0.98,0.44,0.46,0.44,0.94,0.01,0.31,0.44
jmule.csv,0.94,0.45,0.59,0.63,0.96,0.01,0.48,0.84
knowledge.csv,0.95,0.41,0.52,0.42,1.0,0.01,0.33,0.5
massiv.csv,1.0,0.65,0.65,0.0,0.0,0.21,1.0,0.83
ng4j.csv,0.92,0.53,0.57,0.72,0.96,0.01,0.43,0.67
playerstage.csv,0.96,0.47,0.61,0.69,0.96,0.01,0.43,0.67
superwaba.csv,0.87,0.63,0.65,0.66,0.97,0.01,0.28,0.67
