,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.98,0.14,0.3,0.27,0.27,0.29,0.39,0.21,0.14,0.46,0.0,0.16,0.0,0.0,0.0,0.09
customsagetv.csv,0.64,0.15,0.27,0.05,0.46,0.38,0.51,0.08,0.03,0.18,0.99,0.08,0.08,0.0,0.15,0.05
glas.csv,0.47,0.44,0.46,0.31,0.65,0.55,0.53,0.42,0.04,0.54,0.49,0.38,0.09,0.99,0.27,0.51
intact.csv,0.54,0.46,0.29,0.98,0.66,0.45,0.27,0.29,0.08,0.49,0.71,0.39,0.0,0.14,0.22,0.27
japano.csv,0.68,0.62,0.82,0.47,0.6,1.0,0.7,0.34,0.06,0.87,0.67,0.51,0.06,0.52,0.14,0.72
jas.csv,0.0,0.0,0.13,0.29,0.26,0.15,0.23,0.25,0.05,0.11,0.55,0.35,0.0,0.0,0.93,0.05
lazarus-ccr.csv,0.52,1.0,0.9,0.31,0.42,0.63,0.46,0.41,0.05,0.73,0.22,0.52,0.02,0.54,0.08,0.72
officefloor.csv,0.55,0.4,0.87,0.43,0.79,0.89,0.64,0.4,0.81,0.83,0.76,0.49,0.06,0.56,0.3,0.61
primefaces.csv,0.63,0.08,0.85,0.4,0.69,0.68,0.71,0.45,0.05,0.86,0.49,0.33,0.04,0.58,0.1,0.99
pustefix.csv,0.72,0.11,0.23,0.34,0.66,0.78,0.46,0.98,0.04,0.78,0.8,0.46,0.05,0.12,0.16,0.46
red5.csv,0.49,0.59,0.69,0.46,0.72,0.72,1.0,0.42,0.11,0.84,0.32,0.38,0.05,0.65,0.1,0.66
redshell.csv,0.67,0.69,1.0,0.41,0.72,0.96,0.75,0.44,0.05,0.87,0.49,0.5,0.06,0.58,0.12,0.69
rohxel.csv,0.7,0.59,0.87,0.48,1.0,0.91,0.59,0.39,0.09,0.91,0.51,0.43,0.05,0.54,0.11,0.7
roolo.csv,0.14,0.52,0.42,0.22,0.14,0.31,0.37,0.18,0.05,0.07,0.15,1.0,0.06,0.04,0.09,0.24
toped.csv,0.52,0.51,0.9,0.43,0.23,0.84,0.57,0.42,0.06,0.99,0.71,0.33,0.05,0.57,0.12,0.58
xreal.csv,0.19,0.27,0.06,0.0,0.26,0.09,0.09,0.07,0.0,0.0,0.42,0.0,1.0,0.0,0.0,0.05
