,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,1.0,0.08,0.18,0.17,0.15,0.17,0.28,0.13,0.29,0.31,0.0,0.1,0.0,0.0,0.0,0.05
customsagetv.csv,0.58,0.08,0.16,0.03,0.33,0.24,0.42,0.04,0.18,0.1,0.98,0.05,0.2,0.0,0.62,0.02
glas.csv,0.42,0.46,0.31,0.37,0.51,0.39,0.47,0.43,0.18,0.41,0.44,0.4,0.6,0.97,0.5,0.45
intact.csv,0.42,0.54,0.17,0.97,0.54,0.29,0.19,0.22,0.58,0.35,0.81,0.35,0.0,0.08,0.62,0.18
japano.csv,0.88,0.92,0.73,0.93,0.46,1.0,0.84,0.7,1.0,0.9,0.9,0.95,1.0,0.86,0.88,0.85
jas.csv,0.0,0.0,0.07,0.27,0.15,0.08,0.14,0.17,0.05,0.06,0.42,0.3,0.0,0.0,0.88,0.02
lazarus-ccr.csv,0.62,1.0,0.84,0.53,0.31,0.48,0.42,0.87,0.39,0.63,0.17,0.7,0.4,0.81,0.38,0.62
officefloor.csv,0.69,0.38,0.81,0.77,0.82,0.84,0.74,0.78,0.74,0.8,0.94,0.75,1.0,0.97,0.38,0.57
primefaces.csv,0.81,0.04,0.76,0.7,0.62,0.55,0.84,0.87,0.68,0.88,0.5,0.45,0.6,0.92,0.62,0.98
pustefix.csv,0.69,0.08,0.13,0.37,0.59,0.66,0.37,0.96,0.61,0.69,0.9,0.65,0.2,0.08,0.88,0.4
red5.csv,0.54,0.88,0.55,0.73,0.64,0.6,1.0,0.83,0.47,0.8,0.33,0.55,0.6,0.95,0.5,0.68
redshell.csv,0.96,0.79,1.0,0.87,0.69,0.98,1.0,0.96,1.0,0.86,0.5,0.85,1.0,1.0,1.0,0.85
rohxel.csv,0.96,0.75,0.81,0.73,1.0,0.89,0.6,0.78,0.84,0.96,0.58,0.65,0.8,0.92,0.38,0.85
roolo.csv,0.08,0.54,0.27,0.2,0.08,0.18,0.28,0.13,0.13,0.04,0.1,1.0,0.2,0.03,0.38,0.15
toped.csv,0.62,0.67,0.84,0.87,0.13,0.78,0.51,0.87,0.92,0.98,0.96,0.35,1.0,0.97,1.0,0.55
xreal.csv,0.12,0.21,0.03,0.0,0.15,0.05,0.05,0.04,0.0,0.0,0.27,0.0,1.0,0.0,0.0,0.02
