,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.04,0.92,0.86,0.83,0.85,0.84,0.75,0.87,0.72,0.76,1.0,0.9,1.01,1.0,1.0,0.95
customsagetv.csv,0.49,0.92,0.84,0.98,0.81,0.88,0.68,0.96,0.9,0.91,0.02,0.96,0.81,1.0,0.58,0.98
glas.csv,0.71,0.76,0.93,0.76,0.56,0.69,0.7,0.61,0.85,0.89,0.71,0.71,0.53,0.03,0.52,0.71
intact.csv,0.6,0.82,0.86,0.03,0.59,0.71,0.86,0.79,0.54,0.85,0.6,0.69,1.02,0.92,0.47,0.85
japano.csv,0.8,0.9,0.92,0.85,0.6,0.0,0.84,0.92,0.97,1.0,0.94,0.97,0.87,0.99,0.74,0.79
jas.csv,1.0,1.01,0.93,0.77,0.85,0.92,0.87,0.83,0.95,0.97,0.59,0.73,1.0,1.0,0.12,0.98
lazarus-ccr.csv,0.92,0.0,0.64,0.91,0.88,0.85,0.85,0.9,0.71,0.67,0.94,0.62,1.06,0.84,0.83,0.4
officefloor.csv,0.97,0.76,0.9,0.78,0.93,0.79,0.9,0.82,0.26,0.8,0.64,0.75,0.81,1.0,0.63,0.64
primefaces.csv,0.86,0.96,0.91,0.8,0.74,1.0,0.81,0.74,0.83,1.01,0.81,0.87,0.96,0.86,0.84,0.03
pustefix.csv,0.4,0.97,0.9,0.71,0.84,0.75,0.73,0.04,0.83,0.54,0.42,0.71,0.82,0.93,0.64,0.77
red5.csv,0.85,0.94,0.88,0.66,0.58,0.97,0.0,0.79,0.57,0.69,1.08,0.86,0.74,0.66,0.76,0.64
redshell.csv,1.0,0.48,0.12,0.97,0.87,0.89,1.0,0.89,1.0,0.68,0.83,0.85,0.92,0.98,0.97,0.9
rohxel.csv,0.83,0.72,0.9,0.61,0.0,0.79,0.77,0.85,0.53,0.89,0.92,0.81,0.83,1.0,0.74,0.86
roolo.csv,0.92,0.65,0.74,0.84,0.93,0.82,0.8,0.88,0.88,0.97,0.93,0.0,0.82,1.01,0.78,0.86
toped.csv,0.88,0.89,0.77,0.9,0.87,1.02,0.64,0.85,0.9,0.02,0.89,0.77,0.97,0.98,0.99,0.69
xreal.csv,0.89,0.84,0.97,1.0,0.85,0.95,0.95,0.96,1.0,1.0,0.73,1.0,0.0,1.0,1.0,0.98
