,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.37,0.75,0.86,0.86,0.83,0.73,0.67,0.8,0.99,0.58,0.0,0.8,0.95,0.0,0.9,0.75
customsagetv.csv,0.43,0.67,0.79,0.92,0.72,0.97,0.61,0.5,0.95,0.83,0.51,0.8,0.95,0.5,0.81,0.75
glas.csv,0.48,0.5,0.65,0.52,0.52,0.5,0.55,0.48,0.68,0.48,0.52,0.59,0.55,0.61,0.91,0.5
intact.csv,0.67,0.5,0.91,0.72,0.48,0.78,0.75,0.92,0.59,0.61,0.4,0.81,0.92,0.86,0.63,0.92
japano.csv,0.33,0.34,0.52,0.37,0.67,0.49,0.37,0.4,0.45,0.35,0.33,0.42,0.41,0.49,0.54,0.35
jas.csv,0.0,0.75,0.92,0.88,0.86,0.9,0.9,0.89,0.97,0.8,0.75,0.93,0.0,0.0,0.86,0.67
lazarus-ccr.csv,0.44,0.58,0.49,0.42,0.67,0.48,0.53,0.43,0.66,0.43,0.76,0.53,0.42,0.57,0.54,0.45
officefloor.csv,0.4,0.81,0.54,0.44,0.43,0.56,0.4,0.48,0.97,0.33,0.38,0.56,0.4,0.47,0.92,0.61
primefaces.csv,0.34,0.0,0.57,0.41,0.45,0.44,0.36,0.46,0.56,0.33,0.44,0.38,0.41,0.51,0.45,0.44
pustefix.csv,0.38,0.91,0.96,0.79,0.52,0.67,0.7,0.77,0.59,0.38,0.43,0.58,0.86,0.91,0.57,0.76
red5.csv,0.42,0.36,0.59,0.42,0.5,0.49,0.44,0.4,0.63,0.36,0.43,0.47,0.54,0.48,0.61,0.38
redshell.csv,0.33,0.52,0.47,0.35,0.44,0.48,0.32,0.42,0.45,0.34,0.44,0.44,0.39,0.47,0.43,0.33
rohxel.csv,0.33,0.43,0.5,0.47,0.44,0.51,0.42,0.45,0.54,0.32,0.41,0.45,0.4,0.47,0.76,0.33
roolo.csv,0.5,0.46,0.8,0.92,0.75,0.88,0.77,0.91,0.99,0.67,0.93,0.8,0.97,0.87,0.81,0.9
toped.csv,0.46,0.46,0.48,0.36,0.8,0.42,0.47,0.43,0.47,0.34,0.33,0.41,0.37,0.48,0.42,0.42
xreal.csv,0.8,0.92,0.83,0.0,0.86,0.83,0.5,0.8,0.98,0.0,0.93,0.0,0.8,0.0,0.0,0.5
