,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.97,0.56,0.3,0.42,0.17,0.24
aime.csv,0.4,0.67,0.7,0.76,1.0,0.3
badtrinitycore.csv,0.05,0.26,0.13,0.93,0.33,0.16
electric-core.csv,0.4,0.58,0.94,0.54,0.44,0.51
geochat.csv,0.69,0.7,0.45,0.32,0.51,0.92
olsrd.csv,0.51,0.99,0.5,0.43,0.7,0.57
