,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.46,0.15,0.15,0.39,0.38,0.28,0.28,0.15,0.23
bloodycore.csv,0.17,0.33,0.24,0.89,0.1,0.26,0.37,0.38,0.13
dvd-create.csv,0.76,0.45,0.67,0.17,0.68,0.34,0.41,0.54,0.45
dvt.csv,0.19,0.27,0.32,0.44,0.38,0.15,0.35,0.25,0.32
gbif-indexingtoolkit.csv,0.5,0.57,0.51,0.28,0.36,0.49,0.85,0.57,0.2
mumble.csv,0.68,0.41,0.48,0.89,0.64,0.56,0.8,0.23,0.68
planeshift.csv,0.73,0.59,0.5,0.56,0.8,0.84,0.3,0.62,0.49
truevision.csv,0.24,0.33,0.42,0.0,0.52,0.04,0.41,0.48,0.24
zorannt.csv,0.21,0.26,0.6,0.22,0.34,0.43,0.8,0.34,0.54
