,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.03,0.0,0.46,0.66,0.56,0.0,0.3,0.62,0.91,0.53,0.47,0.72,0.52,0.43,0.25,0.85,0.58,0.58,0.15,0.8
bibletime.csv,0.55,0.56,0.35,0.63,0.73,0.55,0.37,0.53,0.64,0.48,0.64,0.69,0.6,0.41,0.17,0.83,0.53,0.55,0.2,0.8
critterding.csv,0.5,0.64,0.39,0.61,0.75,0.4,0.32,0.51,0.9,0.45,0.6,0.74,0.5,0.35,0.16,0.87,0.52,0.56,0.2,0.72
etics.csv,0.51,0.6,0.62,0.48,0.66,0.57,0.2,0.56,0.79,0.54,0.67,0.67,0.58,0.29,0.07,0.7,0.53,0.55,0.29,0.72
fmri-dmt.csv,0.5,0.45,0.33,0.53,0.63,0.48,0.13,0.46,0.62,0.24,0.39,0.57,0.24,0.33,0.52,0.74,0.36,0.47,0.1,0.44
genecys.csv,0.57,0.64,0.31,0.58,0.72,0.39,0.31,0.53,0.86,0.52,0.38,0.73,0.47,0.3,0.16,0.68,0.36,0.51,0.18,0.72
genoviz.csv,0.14,0.39,0.33,0.31,0.42,0.42,0.17,0.24,0.41,0.47,0.53,0.38,0.54,0.33,0.22,0.49,0.22,0.33,0.71,0.39
kftpgrabber.csv,0.08,0.48,0.35,0.44,0.6,0.56,0.16,0.36,0.41,0.58,0.58,0.47,0.68,0.48,0.13,0.75,0.56,0.62,0.33,0.77
kvs.csv,0.39,0.32,0.44,0.46,0.21,0.21,0.6,0.34,0.06,0.38,0.45,0.54,0.3,0.4,0.12,0.27,0.29,0.13,0.22,0.41
mcore3d.csv,0.02,0.42,0.24,0.39,0.76,0.44,0.31,0.4,0.91,0.42,0.49,0.4,0.52,0.38,0.15,0.5,0.5,0.58,0.24,0.56
miranda.csv,0.0,0.0,0.32,0.48,0.33,0.0,0.21,0.46,0.73,0.56,0.0,0.51,0.44,0.42,0.18,0.65,0.55,0.52,0.15,0.75
modplug.csv,0.57,0.64,0.38,0.56,0.8,0.49,0.29,0.57,0.93,0.5,0.66,0.83,0.51,0.41,0.13,0.89,0.52,0.64,0.19,0.78
monetdb.csv,0.43,0.49,0.25,0.43,0.61,0.41,0.07,0.23,0.41,0.59,0.47,0.65,0.58,0.4,0.14,0.16,0.45,0.45,0.33,0.48
netatalk.csv,0.33,0.39,0.36,0.65,0.48,0.46,0.33,0.57,0.87,0.45,0.62,0.65,0.4,0.45,0.18,0.78,0.44,0.53,0.13,0.76
ogrehg.csv,0.38,0.6,0.44,0.52,0.71,0.6,0.18,0.62,0.92,0.54,0.67,0.72,0.55,0.33,0.21,0.7,0.55,0.55,0.24,0.77
passwordsafe.csv,0.57,0.64,0.39,0.59,0.74,0.56,0.21,0.62,0.89,0.55,0.71,0.8,0.53,0.42,0.16,0.91,0.69,0.64,0.27,0.76
projecteqemu.csv,0.58,0.48,0.43,0.48,0.58,0.55,0.17,0.56,0.69,0.5,0.72,0.67,0.59,0.44,0.29,0.72,0.6,0.46,0.22,0.78
reactos-mirror.csv,0.62,0.62,0.4,0.57,0.71,0.55,0.29,0.53,0.82,0.56,0.67,0.76,0.59,0.42,0.17,0.83,0.56,0.6,0.2,0.8
xbplayer.csv,0.34,0.5,0.45,0.47,0.52,0.65,0.32,0.47,0.65,0.6,0.64,0.61,0.63,0.27,0.13,0.6,0.41,0.61,0.31,0.7
xmoto.csv,0.5,0.0,0.33,0.53,0.41,0.43,0.3,0.5,0.67,0.5,0.05,0.63,0.55,0.42,0.11,0.75,0.59,0.7,0.17,0.56
