,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.55,0.5,0.73,0.4,0.62,1.0,1.0,0.0,0.32,1.0,0.69,0.33,0.17,0.6,0.45,1.0,0.83
bionote.csv,0.53,0.25,0.93,0.38,0.54,1.0,0.79,0.17,0.41,0.77,0.53,0.24,0.4,0.66,0.43,1.0,0.74
bullet.csv,0.46,0.13,0.64,0.44,0.42,0.85,0.89,0.16,0.29,0.87,0.3,0.26,0.13,0.64,0.38,0.97,0.68
dxengine.csv,0.0,0.17,0.56,0.32,0.58,0.47,0.77,0.14,0.0,0.85,0.29,0.62,0.11,1.0,0.38,1.0,0.7
emono.csv,0.47,0.11,0.67,0.4,0.27,0.83,0.76,0.2,0.23,0.83,0.27,0.13,0.06,0.53,0.42,0.98,0.76
findbugs.csv,0.59,0.19,0.83,0.39,0.42,0.86,0.81,0.18,0.36,0.85,0.3,0.22,0.13,0.63,0.47,0.97,0.67
hazelcast.csv,0.58,0.14,0.63,0.42,0.42,1.0,0.78,0.17,0.31,0.81,0.47,0.25,0.17,0.63,0.35,1.0,0.61
jedit.csv,0.67,0.21,0.64,0.41,0.41,0.85,0.8,0.16,0.24,0.84,0.35,0.17,0.12,0.66,0.39,1.0,0.65
jmonkeyengine.csv,0.3,0.1,0.58,0.5,0.39,0.73,0.76,0.16,0.5,0.82,0.13,0.16,0.21,0.75,0.56,0.96,0.65
kolmafia.csv,0.47,0.14,0.61,0.41,0.45,1.0,0.82,0.15,0.28,0.8,0.31,0.17,0.17,0.77,0.34,1.0,0.68
lamp.csv,0.73,0.27,0.61,0.44,0.51,0.91,0.78,0.16,0.33,0.82,0.38,0.17,0.23,0.52,0.36,1.0,0.66
lcfizvtop.csv,0.52,0.11,0.66,0.45,0.37,1.0,0.87,0.13,0.28,0.79,0.28,0.39,0.16,0.59,0.33,1.0,0.67
onotoa.csv,0.52,0.17,0.78,0.29,0.36,0.81,0.9,0.26,0.33,0.87,0.18,0.17,0.0,0.82,0.63,1.0,0.86
openintents.csv,0.41,0.1,0.57,0.58,0.24,0.91,0.73,0.11,0.27,0.79,0.34,0.13,0.14,0.52,0.37,0.98,0.62
qlc.csv,0.75,0.23,0.86,0.41,0.43,1.0,0.84,0.22,0.36,0.81,0.58,0.24,0.32,0.59,0.37,1.0,0.76
triplea.csv,0.57,0.15,0.85,0.43,0.4,0.9,0.8,0.17,0.32,0.8,0.41,0.26,0.13,0.55,0.4,1.0,0.68
