,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.96,0.55,0.35,0.39
freelords.csv,0.08,0.84,0.99,0.47
jfreereport.csv,0.04,0.88,0.15,0.1
super-tux.csv,1.0,0.58,0.63,0.99
