,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.96,0.51,0.39,0.42
freelords.csv,0.1,0.58,0.98,0.53
jfreereport.csv,0.05,0.9,0.18,0.12
super-tux.csv,0.0,0.56,0.62,0.99
