,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.96,0.12,0.82,0.95
freelords.csv,0.22,0.15,0.99,1.0
jfreereport.csv,1.0,0.99,0.55,0.91
super-tux.csv,0.44,0.15,0.81,1.0
