,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.67,0.04,0.45,0.96
emftriple.csv,0.0,1.0,0.0,0.38
fluent-nhibernate.csv,0.45,0.0,0.97,0.19
gpsmid.csv,0.97,0.03,0.39,0.44
