,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.18,0.22,0.26,0.1,0.97,0.17,0.0,0.18,0.34,0.29,0.14,0.14,0.34
codepurge.csv,0.1,0.33,0.13,0.29,0.09,0.33,0.67,0.42,0.69,0.17,0.9,0.36,0.43
crisscross.csv,0.56,0.88,0.31,0.42,0.26,0.27,0.0,0.28,0.47,0.33,0.29,0.45,0.35
elvishrayrenderer.csv,0.41,0.68,0.57,0.36,0.42,0.6,0.21,0.62,0.68,0.56,0.56,0.48,0.98
gwanted.csv,0.18,0.0,0.42,0.1,0.0,0.0,0.7,0.43,0.28,0.91,0.0,0.06,0.04
jitterbit.csv,0.39,0.45,0.42,0.5,0.11,0.51,0.68,0.98,0.6,0.54,0.24,0.46,0.43
ldview.csv,0.35,0.42,0.48,0.47,0.11,0.88,0.65,0.57,0.28,0.63,0.36,0.27,0.52
libopenmetaverse.csv,0.18,0.51,0.53,1.0,0.32,0.54,0.43,0.48,0.71,0.57,0.59,0.55,0.47
mb-unit.csv,0.36,0.56,0.99,0.4,0.37,0.06,0.65,0.42,0.62,0.64,0.5,0.61,0.47
mvdsv.csv,0.0,0.0,0.0,0.04,0.0,0.12,1.0,0.01,0.0,0.0,0.0,0.02,0.04
nova.csv,1.0,0.56,0.27,0.17,0.16,0.12,0.0,0.45,0.63,0.4,0.54,0.53,0.5
olex2.csv,0.27,0.37,0.46,0.57,0.42,0.33,0.66,0.52,0.58,0.57,0.1,0.97,0.49
tolven.csv,0.57,0.38,0.47,0.54,0.31,0.57,0.64,0.57,0.98,0.26,0.5,0.42,0.44
