,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,1.0,2.0,0.0,3.0,0.0,1.0,68.0,1.0,8.0,5.0,20.0,0.0,0.0
codepurge.csv,0.0,4.0,0.0,0.0,1.0,2.0,18.0,0.0,2.0,8.0,0.0,2.0,0.0
crisscross.csv,1.0,0.0,0.0,0.0,2.0,0.0,68.0,1.0,11.0,8.0,3.0,1.0,2.0
elvishrayrenderer.csv,9.0,4.0,0.0,1.0,5.0,0.0,25.0,4.0,4.0,10.0,13.0,2.0,0.0
gwanted.csv,1.0,120.0,0.0,0.0,89.0,57.0,8.0,5.0,0.0,1.0,168.0,1.0,0.0
jitterbit.csv,17.0,16.0,0.0,0.0,0.0,0.0,15.0,0.0,23.0,7.0,17.0,4.0,0.0
ldview.csv,8.0,17.0,0.0,0.0,0.0,0.0,24.0,3.0,17.0,19.0,16.0,1.0,0.0
libopenmetaverse.csv,1.0,6.0,0.0,0.0,0.0,2.0,24.0,3.0,11.0,17.0,16.0,5.0,0.0
mb-unit.csv,1.0,7.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,12.0,11.0,2.0,1.0
mvdsv.csv,56.0,120.0,680.0,1.0,89.0,1.0,0.0,1.0,126.0,163.0,168.0,0.0,0.0
nova.csv,0.0,3.0,0.0,5.0,0.0,0.0,68.0,1.0,6.0,9.0,17.0,1.0,1.0
olex2.csv,5.0,15.0,0.0,1.0,0.0,5.0,21.0,4.0,3.0,11.0,22.0,0.0,1.0
tolven.csv,15.0,14.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,21.0,15.0,3.0,0.0
