,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.22,0.44,0.74,0.66,0.45,0.49,0.46
gisgraphy.csv,0.21,0.44,0.59,0.03,0.36,0.38,0.71
haggle.csv,0.25,0.35,0.64,0.12,0.33,0.55,0.47
java-gnome.csv,0.21,0.41,0.57,0.87,0.33,0.37,0.43
magicwars.csv,0.17,0.71,0.78,0.87,0.49,0.41,0.41
orc.csv,0.46,0.33,0.52,0.15,0.52,0.56,0.34
servicestack.csv,0.21,0.23,0.03,0.0,0.29,0.67,0.23
