,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.83,0.47,0.63,0.64,0.52,0.64,0.76,0.52,0.6
bibletime.csv,0.63,0.65,0.71,0.62,0.93,0.92,0.96,0.96,0.37
flexpay.csv,0.75,0.85,0.99,0.58,0.77,0.87,0.69,1.07,0.88
lufa-lib.csv,0.61,0.64,0.64,0.7,0.78,0.58,0.43,1.01,0.67
nullc.csv,0.26,0.93,0.72,0.85,0.67,0.65,0.71,0.92,0.45
pgui.csv,0.65,0.78,1.0,0.76,1.0,0.45,1.0,1.0,0.93
superwaba.csv,0.55,0.38,0.54,0.79,0.58,0.64,0.76,0.61,0.67
sylpheed-claws.csv,1.0,0.47,0.43,0.82,1.0,0.62,1.0,0.86,1.0
xqilla.csv,0.85,0.89,0.82,0.87,0.8,0.9,0.92,0.06,0.89
