,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.0,0.0,0.0,0.0,1.0,1.0,2.0,19.0,0.0
bibletime.csv,0.0,10.0,3.0,6.0,1.0,2.0,11.0,55.0,0.0
flexpay.csv,0.0,7.0,0.0,1.0,1.0,3.0,11.0,119.0,1.0
lufa-lib.csv,0.0,1.0,1.0,1.0,4.0,0.0,3.0,119.0,0.0
nullc.csv,0.0,17.0,0.0,1.0,0.0,0.0,2.0,51.0,0.0
pgui.csv,0.0,14.0,232.0,5.0,1.0,1.0,11.0,119.0,0.0
superwaba.csv,0.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,1.0
sylpheed-claws.csv,0.0,0.0,1.0,0.0,1.0,2.0,11.0,45.0,0.0
xqilla.csv,1.0,23.0,1.0,0.0,0.0,5.0,6.0,1.0,0.0
