,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.82,0.51,0.54,0.2,0.51,0.32,0.4,0.04,0.86
bibletime.csv,0.95,0.41,0.54,0.22,0.36,0.29,0.41,0.03,0.93
flexpay.csv,0.8,0.38,1.0,0.28,0.32,0.46,0.45,0.0,0.72
lufa-lib.csv,0.86,0.75,0.56,0.19,0.3,0.35,0.62,0.0,0.89
nullc.csv,0.97,0.34,0.52,0.17,0.47,0.33,0.57,0.03,0.93
pgui.csv,0.86,0.33,0.0,0.24,0.34,0.47,0.43,0.0,0.83
superwaba.csv,0.9,0.62,0.59,0.19,0.42,0.33,0.47,0.04,0.85
sylpheed-claws.csv,0.82,0.51,0.68,0.18,0.33,0.43,0.43,0.03,0.82
xqilla.csv,0.74,0.22,0.72,0.13,0.44,0.16,0.24,0.3,0.8
