,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.77,0.86,0.44,0.46,0.3,1.0,0.23
bibedt.csv,0.56,0.83,0.53,0.48,0.36,0.97,0.13
fulguro.csv,0.53,0.0,0.18,0.46,0.28,0.98,0.22
glelite.csv,0.52,0.65,0.17,0.45,0.34,1.0,0.15
go.csv,0.58,0.83,0.24,0.41,0.4,1.0,0.12
libmesh.csv,0.0,0.44,0.17,0.41,0.5,0.0,0.1
moving-pictures.csv,0.63,0.87,0.26,0.7,0.19,1.0,0.16
