,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.29,0.09,0.12,0.23,0.5,0.0,0.22
bibedt.csv,0.79,0.27,0.17,0.45,0.39,0.67,0.78
fulguro.csv,0.92,0.0,1.0,0.97,0.61,1.0,0.37
glelite.csv,1.0,0.93,0.98,0.94,0.87,0.0,0.66
go.csv,0.79,0.24,0.71,0.52,0.52,0.0,0.94
libmesh.csv,0.0,0.2,0.24,0.77,0.43,0.0,0.47
moving-pictures.csv,0.54,0.09,0.34,0.26,0.48,0.0,0.46
