,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.12,0.1,0.14,0.11,0.0,1.0
irrlicht.csv,1.0,0.73,1.0,1.0,1.0,1.0
qedo.csv,0.12,0.21,0.03,0.24,0.82,0.0
qse.csv,0.92,0.72,0.77,0.61,0.5,0.6
toped.csv,0.78,0.72,1.0,0.47,0.73,1.0
truevision.csv,0.69,0.55,0.2,0.76,0.32,0.6
