,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.58,0.53,0.61,0.83,0.67,0.61,0.65,0.47,0.44,0.44,0.56,0.43
gdis.csv,0.56,0.42,0.71,0.84,0.51,0.71,0.71,0.58,0.38,0.66,0.57,0.42
kml.csv,0.52,0.35,0.41,0.67,0.41,0.42,0.39,0.42,0.4,0.39,0.46,0.35
ppcboot.csv,0.51,0.39,0.49,0.84,0.44,0.58,0.47,0.44,0.42,0.39,0.51,0.36
repositorium.csv,0.75,0.8,0.99,0.97,0.86,0.65,0.96,0.69,0.88,0.37,0.81,0.64
rsyslog.csv,0.48,0.41,0.47,0.5,0.73,0.39,0.5,0.83,0.29,0.37,0.36,0.35
simplewebservices.csv,0.55,0.36,0.44,0.58,0.38,0.44,0.42,0.5,0.35,0.42,0.48,0.43
ultimairis.csv,0.51,0.35,0.43,0.57,0.36,0.81,0.67,0.43,0.35,0.85,0.57,0.36
wow-qrsk.csv,0.5,0.55,0.6,0.98,0.86,0.0,0.75,0.67,0.75,0.37,0.0,0.94
wxstudio.csv,0.44,0.71,0.52,0.62,0.78,0.6,0.51,0.75,0.61,0.5,0.44,0.5
xbg.csv,0.64,0.86,0.99,0.84,0.86,0.92,0.96,0.59,0.95,0.64,0.97,0.48
xqilla.csv,0.0,0.72,0.61,0.88,0.92,0.45,0.62,0.88,0.67,0.9,0.69,0.96
