,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.61,0.5,0.87,0.38,0.16,0.24,0.52,0.57,0.55,0.42,0.77,0.23,0.43,0.39
baadengine.csv,0.75,0.0,0.36,0.56,0.0,0.57,0.13,0.4,0.27,0.52,0.13,0.05,0.36,0.77
bnetd.csv,0.45,0.61,0.66,0.56,0.27,0.31,0.74,0.49,0.25,0.63,0.13,0.55,0.79,0.46
impala.csv,0.18,0.42,0.68,0.52,0.53,0.09,0.41,0.3,0.47,0.44,0.49,0.52,0.69,0.33
jaxen.csv,0.13,0.73,0.66,0.36,0.69,0.98,0.56,0.53,0.61,0.56,0.27,0.55,0.69,0.47
jgameai.csv,0.0,0.04,0.0,0.59,0.0,0.24,0.32,0.02,0.25,0.0,0.12,0.0,0.0,0.19
jparsec.csv,0.71,0.0,0.79,0.27,0.0,0.57,0.24,0.65,0.37,0.54,0.41,0.51,0.43,0.73
motu.csv,0.52,0.0,0.43,0.22,0.04,0.05,0.65,0.41,0.61,0.64,0.5,0.42,0.7,0.17
vars-redux.csv,0.48,0.19,0.76,0.26,0.68,0.75,0.64,0.72,0.5,0.67,0.57,0.46,0.74,0.54
werx.csv,0.05,0.97,0.0,0.09,0.0,0.57,0.24,0.34,0.0,0.17,0.0,0.17,0.05,0.0
wishmaster.csv,0.17,0.09,0.0,0.05,0.0,0.24,0.18,0.57,0.78,0.18,0.17,0.32,0.92,0.19
xreal.csv,0.07,0.12,0.0,0.18,0.04,0.0,0.16,0.12,0.0,0.1,0.0,0.55,1.0,0.05
zealos.csv,0.18,0.46,0.0,0.31,0.76,0.0,0.16,0.5,0.0,0.18,0.33,0.0,0.76,0.35
