,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,5.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,1.0,3.0,33.0,33.0,0.0
boost-sandbox.csv,1.0,0.0,181.0,0.0,91.0,0.0,1.0,16.0,6.0,1.0,1.0,1.0,37.0,0.0
customwars.csv,1.0,3.0,10.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,82.0,0.0
dvd-create.csv,1.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,6.0,0.0,0.0,11.0,51.0,0.0
frogatto.csv,1.0,1.0,26.0,2.0,0.0,0.0,5.0,2.0,3.0,0.0,11.0,0.0,11.0,0.0
glelite.csv,5.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0
go.csv,5.0,0.0,1.0,1.0,0.0,1.0,2.0,7.0,5.0,0.0,2.0,51.0,32.0,0.0
irplus.csv,5.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,4.0,0.0
lsb.csv,1.0,6.0,0.0,1.0,0.0,2.0,52.0,1.0,0.0,5.0,0.0,2.0,34.0,0.0
moving-pictures.csv,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
mpgravity.csv,1.0,2.0,24.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,3.0,2.0,0.0
plearn.csv,0.0,3.0,1.0,2.0,0.0,2.0,1.0,14.0,0.0,1.0,0.0,2.0,1.0,0.0
rebecca-aiml.csv,3.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,26.0,0.0
wxcode.csv,0.0,123.0,0.0,0.0,91.0,0.0,52.0,111.0,58.0,0.0,68.0,0.0,0.0,152.0
