,recall,precision,pf,wins
aubit4gl.csv,0.415,0.445,0.33499999999999996,6
boost-sandbox.csv,0.53,0.38,0.435,3
customwars.csv,0.18,0.63,0.10500000000000001,12
dvd-create.csv,0.735,0.435,0.605,5
frogatto.csv,0.61,0.5,0.48,9
glelite.csv,1.0,0.415,1.0,0
go.csv,0.665,0.43,0.565,4
irplus.csv,0.215,0.62,0.095,13
lsb.csv,0.625,0.52,0.525,8
moving-pictures.csv,0.5900000000000001,0.505,0.29000000000000004,11
mpgravity.csv,0.485,0.455,0.345,7
plearn.csv,0.365,0.43,0.41000000000000003,2
rebecca-aiml.csv,0.44,0.51,0.33,10
wxcode.csv,0.01,0.19,0.0,1
