,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.32,0.51,0.36,0.98,0.44,0.38,0.0,0.21,0.39,0.61,0.39,0.33,0.15,0.74
boost-sandbox.csv,0.49,0.05,0.0,0.04,0.0,1.0,0.33,0.25,0.52,0.42,0.47,0.38,0.19,0.72
customwars.csv,0.15,0.29,0.48,0.52,0.28,0.09,0.5,0.94,0.26,0.36,0.2,0.42,0.0,0.22
dvd-create.csv,0.44,0.81,0.41,0.65,0.99,0.69,0.38,0.23,0.59,0.71,0.5,0.45,0.12,0.82
frogatto.csv,0.43,0.67,0.53,0.59,0.71,0.67,0.26,0.32,0.54,1.0,0.51,0.48,0.28,0.75
glelite.csv,0.45,0.78,0.4,0.69,0.89,0.85,0.37,0.26,0.64,0.69,0.53,0.45,0.16,1.0
go.csv,0.49,0.99,0.18,0.54,0.76,0.71,0.12,0.27,0.56,0.68,0.49,0.23,0.09,0.74
irplus.csv,0.44,0.34,0.12,0.2,0.36,0.1,0.33,0.13,0.31,0.49,0.98,0.29,0.33,0.32
lsb.csv,0.44,0.63,0.99,0.61,0.61,0.6,0.0,0.27,0.54,0.62,0.47,0.58,0.19,0.59
moving-pictures.csv,0.44,0.46,0.26,0.24,0.37,0.48,0.38,0.3,0.96,0.61,0.55,0.27,0.33,0.7
mpgravity.csv,0.41,0.41,0.43,0.6,0.44,0.57,1.0,0.23,0.46,0.2,0.48,0.42,0.52,0.47
plearn.csv,0.97,0.41,0.39,0.6,0.45,0.57,0.2,0.24,0.27,0.4,0.31,0.43,0.25,0.55
rebecca-aiml.csv,0.32,0.69,0.34,0.63,0.67,0.48,0.14,0.31,0.44,0.59,0.3,0.97,0.24,0.25
wxcode.csv,0.25,0.0,0.04,0.1,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.04,1.0,0.0
