,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.44,0.45,0.38,0.97,0.34,0.29,0.0,0.47,0.36,0.59,0.43,0.46,0.53,0.64
boost-sandbox.csv,0.67,0.04,0.0,0.02,0.0,0.99,0.45,0.57,0.54,0.39,0.55,0.52,0.64,0.0
customwars.csv,0.12,0.21,0.53,0.51,0.19,0.06,0.38,0.9,0.21,0.29,0.19,0.35,0.0,0.16
dvd-create.csv,0.6,0.77,0.52,0.52,0.99,0.53,0.61,0.42,0.57,0.71,0.59,0.59,0.45,0.74
frogatto.csv,0.46,0.6,0.61,0.53,0.61,0.57,0.45,0.66,0.56,1.0,0.6,0.59,0.79,0.52
glelite.csv,0.05,0.27,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
go.csv,0.67,0.98,0.3,0.52,0.64,0.61,0.1,0.57,0.56,0.67,0.58,0.34,0.32,0.52
irplus.csv,0.52,0.27,0.09,0.16,0.26,0.07,0.29,0.14,0.25,0.41,0.97,0.24,0.48,0.23
lsb.csv,0.6,0.56,0.98,0.59,0.5,0.49,0.0,0.33,0.56,0.61,0.52,0.72,0.64,0.48
moving-pictures.csv,0.6,0.37,0.19,0.2,0.27,0.39,0.09,0.64,0.94,0.56,0.63,0.37,0.82,0.59
mpgravity.csv,0.54,0.34,0.53,0.58,0.34,0.47,1.0,0.33,0.47,0.17,0.54,0.59,0.96,0.35
plearn.csv,0.96,0.34,0.57,0.58,0.35,0.48,0.34,0.33,0.24,0.37,0.32,0.51,0.77,0.43
rebecca-aiml.csv,0.31,0.59,0.5,0.49,0.55,0.4,0.1,0.4,0.42,0.56,0.32,0.95,0.69,0.18
wxcode.csv,0.18,0.0,0.02,0.07,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.02,1.0,0.0
