,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.43,0.99,0.58,0.9,0.5,0.58,0.56,0.94,0.95,0.63,0.69,0.42,0.86,0.48,0.55,0.58,0.91
botsnscouts.csv,0.39,0.44,0.75,0.65,0.67,0.42,0.44,0.4,0.41,0.52,0.55,0.38,0.29,0.32,0.34,0.96,0.48
cities3d.csv,0.86,0.74,0.38,0.59,0.53,0.44,0.8,0.83,0.75,0.53,0.0,0.56,0.89,0.53,0.7,0.54,0.45
dynalloy.csv,0.66,0.72,0.69,0.4,0.48,0.4,0.55,0.58,0.79,0.86,0.52,0.41,0.4,0.48,0.45,0.42,0.49
electric-core.csv,0.45,0.68,0.64,0.45,0.39,0.35,0.4,0.49,0.55,0.4,0.42,0.39,0.34,0.43,0.4,0.41,0.48
findbugs.csv,0.61,0.86,0.57,0.54,0.46,0.5,0.69,0.59,0.57,0.51,0.5,0.4,0.55,0.35,0.64,0.41,0.45
img-browse-sort.csv,0.44,0.37,0.41,0.35,0.53,0.45,0.53,0.37,0.55,0.35,0.57,0.42,0.55,0.42,0.49,0.39,0.5
jparsec.csv,0.41,0.4,0.43,0.4,0.38,0.38,0.34,0.35,0.43,0.33,0.49,0.54,0.38,0.38,0.34,0.95,0.71
moast.csv,0.57,0.48,0.0,0.43,0.72,0.37,0.33,0.34,0.9,0.76,0.82,0.62,0.3,0.89,0.53,0.44,0.64
mptvseries.csv,0.63,0.94,0.83,0.56,0.44,0.46,0.64,0.62,0.96,0.91,0.72,0.36,0.53,0.48,0.58,0.0,0.75
mvnforum.csv,0.97,0.97,0.9,0.97,0.93,0.6,0.57,0.6,0.99,0.93,0.81,0.51,0.68,0.93,0.77,0.6,0.94
nosleepsoftware.csv,0.8,0.83,0.58,0.97,0.86,0.67,0.0,0.62,0.6,0.67,0.93,0.0,0.86,0.88,0.83,0.92,0.91
ogre.csv,0.55,0.42,0.46,0.37,0.52,0.55,0.39,0.41,0.45,0.42,0.55,0.69,0.3,0.44,0.47,0.42,0.4
openfrag.csv,0.45,0.61,0.65,0.45,0.44,0.39,0.39,0.64,0.97,0.4,0.5,0.4,0.45,0.41,0.42,0.41,0.69
qdvdauthor.csv,0.52,0.99,0.5,0.95,0.44,0.5,0.86,0.34,0.62,0.42,0.49,0.47,0.65,0.42,0.59,0.54,0.5
sumatrapdf.csv,0.4,0.4,0.42,0.39,0.39,0.36,0.37,0.59,0.46,0.35,0.47,0.39,0.33,0.38,0.32,0.39,0.41
zxing.csv,0.54,0.87,0.67,0.59,0.46,0.43,0.47,0.92,0.86,0.44,0.48,0.43,0.38,0.36,0.41,0.52,0.41
