,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.75,0.52,0.6,0.57,0.86,0.54,0.56,0.45,0.79,0.59,0.91,0.59,0.41,0.84,0.59,0.46,0.8
apertium.csv,0.39,0.91,0.62,0.81,0.44,0.44,0.51,0.0,0.47,0.48,0.56,0.8,0.83,0.33,0.83,0.0,0.39
beast-mcmc.csv,0.49,0.43,0.42,0.43,0.49,0.41,0.41,0.4,0.52,0.47,0.43,0.4,0.38,0.33,0.47,0.47,0.34
cuberok.csv,0.62,0.41,0.49,0.57,0.62,0.58,0.55,0.54,0.61,0.63,0.55,0.46,0.53,0.53,0.64,0.46,0.43
icescrum.csv,0.61,0.49,0.54,0.69,0.62,0.62,0.48,0.41,0.46,0.51,0.53,0.8,0.34,0.54,0.5,0.56,0.5
ingex.csv,0.42,0.51,0.67,0.69,0.52,0.48,0.42,0.45,0.46,0.44,0.77,0.56,0.44,0.5,0.45,0.59,0.4
jbasic.csv,0.39,0.48,0.44,0.66,0.45,0.46,0.4,0.88,0.4,0.5,0.42,0.48,0.33,0.36,0.43,0.48,0.35
jgnash.csv,0.51,0.51,0.57,0.41,0.4,0.65,0.52,0.43,0.63,0.59,0.59,0.47,0.38,0.9,0.42,0.7,0.33
jrefactory.csv,0.42,0.51,0.51,0.53,0.65,0.62,0.7,0.39,0.64,0.65,0.5,0.44,0.46,0.69,0.45,0.5,0.52
jsecurity.csv,0.97,0.56,0.53,0.48,0.93,0.49,0.66,0.55,0.66,0.78,0.59,0.86,0.91,0.79,0.81,0.67,0.83
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.48,0.36,0.41,0.41,0.43,0.46,0.41,0.35,0.36,0.47,0.48,0.32
mobicents.csv,0.4,0.4,0.44,0.59,0.51,0.37,0.45,0.42,0.47,0.42,0.57,0.4,0.36,0.36,0.48,0.47,0.4
opendvr.csv,0.43,0.41,0.46,0.54,0.51,0.35,0.43,0.94,0.39,0.49,0.64,0.73,0.51,0.33,0.63,0.76,0.48
openefm.csv,0.55,0.5,0.53,0.68,0.86,0.89,0.48,0.47,0.64,0.88,0.74,0.75,0.58,0.86,0.65,0.56,0.36
power-architect.csv,0.45,0.42,0.41,0.44,0.53,0.36,0.4,0.44,0.48,0.64,0.56,0.45,0.73,0.44,0.51,0.46,0.33
sidekar.csv,0.0,0.52,0.0,0.0,0.52,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
yarp0.csv,0.38,0.48,0.53,0.51,0.58,0.41,0.57,0.42,0.82,0.45,0.52,0.48,0.36,0.4,0.49,0.48,0.6
