,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,0.0,0.2,0.02,0.9,0.37,0.12,0.1,0.15,0.33,0.2,0.23,0.08,0.19,0.17,0.0,0.02
codeblocks.csv,0.29,0.97,0.11,0.3,0.76,0.83,0.88,0.37,0.85,0.78,0.8,0.88,0.73,0.0,0.61,0.89,0.11
grisbi.csv,0.9,0.74,0.97,0.95,0.81,0.97,0.94,0.95,0.58,0.78,1.0,0.75,0.69,0.84,0.87,0.69,0.82
libmesh.csv,0.4,0.27,0.34,0.21,0.1,0.47,0.36,0.4,0.96,0.33,0.2,0.27,0.21,0.42,0.22,0.19,0.25
panda3d.csv,0.02,0.22,0.23,0.16,0.14,0.47,0.03,0.08,0.19,0.33,0.2,0.9,0.44,0.1,0.17,0.45,0.17
proftp.csv,0.38,0.28,0.49,0.37,0.33,0.87,0.35,0.38,0.12,0.11,0.4,0.42,0.15,0.35,0.43,0.34,0.08
red5.csv,0.55,0.2,0.46,0.98,0.05,0.13,0.05,0.45,0.5,0.22,0.0,0.27,0.45,0.13,0.65,0.22,0.42
skia.csv,0.31,0.16,0.6,0.42,0.29,0.33,0.17,0.62,0.15,0.11,0.2,0.38,0.11,0.42,1.0,0.47,0.39
soar.csv,0.81,0.86,0.69,0.77,0.71,0.4,0.65,0.55,0.77,1.0,1.0,0.73,0.76,1.0,0.57,0.69,0.78
super-tux.csv,0.67,0.95,0.57,0.7,1.0,1.0,1.0,0.56,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,0.46
t-2.csv,0.55,0.34,0.37,0.47,0.76,0.33,0.82,0.94,0.81,0.0,0.2,0.54,0.54,0.77,0.26,0.35,0.73
tart.csv,0.14,0.09,0.23,0.02,0.1,0.4,0.15,0.38,0.04,0.0,0.8,0.0,0.1,0.94,0.04,0.02,0.13
tcvp.csv,0.17,0.45,0.46,0.3,0.29,0.17,0.21,0.06,0.08,0.78,0.2,0.46,0.1,0.74,0.26,0.26,0.41
tencompetence.csv,0.48,0.27,0.34,0.37,0.33,0.13,0.26,0.35,0.31,0.11,0.0,0.27,0.34,0.45,0.22,0.03,0.98
utgb.csv,0.31,0.17,0.97,0.33,0.14,0.17,0.11,0.05,0.0,0.0,0.0,0.15,0.1,0.71,0.22,0.17,0.34
xbrlapi.csv,0.93,0.41,0.29,0.42,0.29,0.27,0.56,0.32,0.38,0.22,0.0,0.25,0.2,0.55,0.26,0.19,0.47
zemljanka.csv,0.98,0.97,1.0,0.91,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.52,0.87,0.96,1.0,1.0
