,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.26,0.36,0.45,0.44,0.2,0.21,0.17,0.2,0.2,0.14,0.53,0.48,0.54,0.76,0.62,0.44,0.05,0.57
archive-crawler.csv,0.61,0.38,0.68,0.67,0.37,0.43,0.65,0.55,0.6,0.39,0.82,0.57,0.54,0.71,0.5,0.31,0.05,0.5
customwars.csv,0.35,0.77,0.45,1.0,0.35,0.57,0.46,0.59,1.0,0.36,0.41,0.57,0.29,0.62,0.35,0.33,0.68,0.53
gbif-providertoolkit.csv,0.6,0.48,0.86,0.33,0.43,0.64,0.06,0.06,0.4,0.72,0.71,0.26,0.17,0.1,0.37,0.5,0.18,0.57
gss.csv,0.68,0.86,0.73,1.0,0.63,0.79,0.69,0.57,1.0,0.58,0.88,0.65,0.29,0.9,0.48,0.48,0.86,0.73
heekscad.csv,0.74,0.57,0.55,0.89,0.89,0.71,0.75,0.53,0.8,0.64,0.65,0.7,0.46,0.57,0.67,0.73,0.23,0.47
ikvm.csv,0.58,0.77,0.91,0.56,0.67,0.79,0.69,0.45,1.0,0.53,0.53,0.87,0.62,0.38,0.4,0.75,0.5,0.83
jaxen.csv,0.79,0.88,0.68,1.0,0.59,1.0,0.65,0.88,1.0,0.72,0.94,0.7,0.5,0.95,0.63,0.73,0.68,0.8
jcae.csv,0.35,0.23,0.32,1.0,0.33,0.43,0.17,0.06,0.8,0.56,0.59,0.7,0.08,0.33,0.15,0.33,0.05,0.43
levent.csv,0.94,0.88,0.73,0.89,0.93,0.86,0.71,0.71,1.0,0.81,0.94,0.91,0.5,0.86,0.85,0.85,0.18,0.8
nicepress.csv,0.81,0.8,0.23,0.22,0.7,0.64,0.67,1.0,0.8,0.81,0.53,0.61,0.62,0.76,0.88,0.5,0.5,0.27
pnotepad.csv,0.57,0.88,0.82,1.0,0.72,0.86,0.77,0.63,1.0,0.78,1.0,0.7,0.71,0.81,0.79,0.9,0.59,0.57
qcad2.csv,0.44,0.5,0.41,0.78,0.48,0.29,0.83,0.51,0.8,0.28,0.65,0.87,0.75,0.9,0.9,0.33,0.05,0.63
qedo.csv,0.09,0.21,0.41,0.33,0.3,0.43,0.06,0.18,0.2,0.19,0.06,0.17,0.08,0.0,0.1,0.54,0.82,0.27
quarkplusplus.csv,0.36,0.14,0.55,1.0,0.8,0.5,0.69,0.31,0.6,0.64,0.59,0.7,0.58,0.57,0.79,0.69,0.23,0.37
sigil.csv,0.55,0.48,0.23,0.67,0.48,0.36,0.73,0.31,1.0,0.36,0.82,0.74,0.54,0.81,0.81,0.29,0.14,0.67
xcsoar.csv,0.68,0.71,0.45,0.89,0.39,0.71,0.83,0.35,0.8,0.61,0.82,0.91,0.46,0.52,0.65,0.25,0.23,0.5
xuggle.csv,0.69,0.91,0.68,1.0,0.78,0.71,0.35,0.37,0.8,0.67,0.41,0.65,0.58,0.67,0.54,0.62,0.77,0.5
