,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.32,0.13,1.0,0.0,0.0,0.41,0.0,0.06,0.0
avisynth2.csv,0.0,0.05,0.0,0.0,1.0,0.01,0.13,0.0,0.01
les-indemodables.csv,0.47,0.32,0.3,0.63,0.0,0.61,0.96,0.62,0.44
lportal.csv,0.47,0.38,0.67,0.02,0.0,0.88,0.32,0.31,0.17
mbse.csv,0.59,0.41,0.68,0.93,0.38,0.56,0.34,0.49,0.52
mplayer-ce.csv,0.51,0.53,0.59,0.58,0.34,0.54,0.59,0.5,0.97
simplewebservices.csv,0.1,0.59,0.53,0.69,0.0,0.59,0.43,0.99,0.61
vapor.csv,1.0,0.09,0.09,0.24,0.0,0.3,0.42,0.09,0.23
zscreen.csv,0.68,1.0,0.44,0.24,0.0,0.65,0.68,0.6,0.21
