,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.77,0.9,0.0,1.0,1.0,0.8,1.0,0.95,1.0
avisynth2.csv,1.0,0.96,1.0,1.0,0.0,0.99,0.89,1.0,0.99
les-indemodables.csv,0.68,0.73,0.82,0.65,1.04,0.54,0.06,0.49,0.69
lportal.csv,0.81,0.92,0.57,0.99,1.0,0.14,0.89,0.84,0.87
mbse.csv,0.61,0.78,0.56,0.08,0.68,0.55,0.77,0.65,0.64
mplayer-ce.csv,0.81,0.79,0.71,0.72,0.91,0.79,0.75,0.82,0.04
simplewebservices.csv,0.96,0.55,0.8,0.44,1.12,0.54,0.74,0.01,0.64
vapor.csv,0.01,0.93,0.93,0.81,1.0,0.84,0.65,0.93,0.83
zscreen.csv,0.54,0.0,0.85,0.94,1.16,0.66,0.68,0.72,0.95
