,recall,precision,pf,pci_20,ifa,wins
awemud.csv,0.605,0.455,0.29000000000000004,0.425,1.0,5
clamav.csv,0.685,0.505,0.495,0.385,0.5,7
dvd-create.csv,0.755,0.46499999999999997,0.505,0.41000000000000003,2.5,2
gbif-indexingtoolkit.csv,0.47,0.315,0.505,0.585,1.5,1
go.csv,0.66,0.5549999999999999,0.53,0.44,0.5,8
kwave.csv,0.9550000000000001,0.41000000000000003,0.88,0.395,2.0,0
libarchive.csv,0.81,0.5,0.615,0.335,0.0,6
liferea.csv,0.355,0.49,0.27,0.595,0.5,9
linux-ntfs.csv,0.615,0.515,0.47,0.415,1.5,4
mpgravity.csv,0.9,0.47,0.72,0.41,2.0,3
