,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.04,1.0,0.13,0.0,0.14,0.39,0.0,0.06,0.1,0.09,0.06,0.0,0.0,0.0,0.0,0.2,0.25
baadengine.csv,0.99,0.0,0.47,0.85,0.64,0.35,0.73,0.63,0.55,0.7,0.7,0.45,0.53,0.74,0.73,0.46,0.51
bibedt.csv,0.35,0.24,0.16,0.94,0.18,0.34,0.2,0.28,0.33,0.04,0.49,0.0,0.92,0.0,0.22,0.17,0.64
exl.csv,0.6,0.38,0.0,0.0,0.72,0.59,0.42,0.46,0.54,0.0,0.61,0.83,0.63,0.74,0.77,0.68,0.96
gdis.csv,0.5,0.51,0.0,0.51,0.59,0.52,0.65,0.44,0.09,0.45,0.56,0.09,0.56,0.61,1.0,0.59,0.75
gogoego.csv,0.24,0.0,0.08,0.0,0.26,0.1,0.75,0.93,0.28,0.24,0.29,0.54,0.42,0.15,0.19,0.04,0.46
httpcontentparser.csv,0.14,0.0,0.07,0.0,0.18,0.22,0.0,0.1,0.0,0.04,0.96,0.56,0.54,0.14,0.27,0.34,0.09
jaxlib.csv,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.12,1.0,0.0,0.0,0.0,0.0,0.02
jgameai.csv,0.1,0.0,0.31,0.0,0.09,0.97,0.41,0.31,0.1,0.27,0.29,0.55,0.12,0.29,0.27,0.46,0.26
jhotdraw.csv,0.09,0.0,0.05,0.0,0.41,0.18,0.0,0.31,0.98,0.04,0.0,0.0,0.12,0.0,0.19,0.17,0.06
loki-lib.csv,0.42,0.52,0.39,0.86,0.58,0.59,0.13,0.52,0.62,0.71,0.42,0.41,0.48,0.78,0.0,1.0,0.02
patterntesting.csv,0.53,0.47,0.44,0.85,0.61,0.55,0.71,0.6,0.61,1.0,0.7,0.34,0.69,0.52,0.57,0.38,0.67
pokeglobal.csv,0.57,0.42,0.73,0.78,0.96,0.39,0.41,0.6,0.51,0.4,0.38,0.51,0.23,0.54,0.3,0.46,0.02
werx.csv,0.0,0.09,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xbg.csv,0.2,0.0,0.05,0.99,0.12,0.05,0.0,0.4,0.06,0.24,0.18,0.55,0.12,1.0,0.0,0.0,0.0
zealos.csv,0.52,0.0,0.0,0.88,0.49,0.4,0.94,0.56,0.45,0.49,0.69,0.52,0.52,0.53,0.48,0.27,0.51
