,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.3,1.0,1.0,0.0,0.42,0.33,0.0,0.12,0.22,0.15,0.04,0.0,0.0,0.0,0.0,0.28,0.53
baadengine.csv,1.0,0.0,0.98,0.02,0.67,0.3,0.47,0.28,0.18,0.55,0.16,0.03,0.19,0.27,0.9,0.63,0.95
bibedt.csv,0.72,0.08,0.93,0.04,0.67,0.24,0.36,0.4,0.22,1.0,0.18,0.0,1.0,0.0,0.79,0.33,0.87
exl.csv,0.81,0.04,0.98,0.0,0.69,0.33,0.33,0.27,0.18,0.39,0.12,0.08,0.23,0.19,0.9,0.47,1.0
gdis.csv,0.76,0.06,0.98,0.01,0.63,0.28,0.37,0.26,0.19,0.4,0.13,0.04,0.21,0.16,1.0,0.43,0.85
gogoego.csv,0.84,0.0,0.87,0.0,0.82,0.2,0.43,1.0,0.24,0.46,0.14,0.08,0.18,0.17,0.82,0.5,1.0
httpcontentparser.csv,0.55,0.0,1.0,0.0,0.35,0.24,0.0,0.32,0.0,1.0,1.0,1.0,0.33,0.06,0.76,0.32,0.43
jaxlib.csv,0.82,0.0,0.67,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.5
jgameai.csv,0.7,0.0,0.97,0.0,0.6,1.0,0.39,0.21,0.15,0.58,0.15,0.5,0.5,0.33,0.62,0.37,0.75
jhotdraw.csv,0.7,0.0,1.0,0.0,0.55,0.31,0.0,0.39,1.0,1.0,0.0,0.0,0.2,0.0,0.75,0.36,0.4
loki-lib.csv,0.74,0.07,0.97,0.02,0.79,0.32,0.31,0.27,0.21,0.48,0.1,0.05,0.17,0.21,0.81,0.97,0.5
patterntesting.csv,0.83,0.06,0.98,0.02,0.68,0.3,0.48,0.29,0.21,0.97,0.15,0.02,0.26,0.17,0.91,0.45,0.87
pokeglobal.csv,0.76,0.06,0.99,0.02,1.0,0.23,0.24,0.29,0.17,0.35,0.1,0.05,0.1,0.25,0.82,0.37,1.0
werx.csv,0.75,0.07,1.0,0.01,0.59,0.29,0.31,0.25,0.18,0.39,0.11,0.04,0.2,0.13,0.81,0.39,0.75
xbg.csv,0.59,0.0,1.0,0.25,0.67,0.33,0.0,0.25,0.27,0.75,0.1,0.2,0.09,1.0,0.0,0.0,0.0
zealos.csv,0.75,0.0,0.97,0.02,0.55,0.25,1.0,0.32,0.21,0.42,0.14,0.05,0.24,0.21,0.89,0.22,0.9
