,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.0,0.0,0.0,101.0,4.0,0.0,97.0,5.0,0.0,6.0,6.0,49.0,50.0,62.0,69.0,6.0,1.0
baadengine.csv,0.0,69.0,0.0,32.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0,17.0,9.0,2.0,0.0,1.0,0.0
bibedt.csv,0.0,9.0,0.0,13.0,0.0,1.0,6.0,1.0,4.0,0.0,9.0,49.0,0.0,62.0,1.0,1.0,0.0
exl.csv,0.0,3.0,0.0,101.0,0.0,0.0,8.0,1.0,0.0,8.0,6.0,14.0,10.0,4.0,1.0,1.0,0.0
gdis.csv,0.0,3.0,0.0,66.0,0.0,0.0,6.0,2.0,0.0,5.0,9.0,25.0,5.0,9.0,0.0,0.0,1.0
gogoego.csv,1.0,69.0,0.0,101.0,1.0,1.0,2.0,0.0,1.0,3.0,10.0,3.0,11.0,3.0,0.0,1.0,0.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,4.0,0.0,97.0,0.0,339.0,0.0,0.0,0.0,2.0,7.0,1.0,4.0,3.0
jaxlib.csv,0.0,69.0,0.0,101.0,69.0,88.0,97.0,1.0,339.0,0.0,1.0,0.0,50.0,62.0,69.0,74.0,1.0
jgameai.csv,0.0,69.0,0.0,101.0,0.0,0.0,6.0,3.0,8.0,1.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0
jhotdraw.csv,0.0,69.0,0.0,101.0,10.0,2.0,97.0,1.0,0.0,0.0,187.0,49.0,2.0,62.0,2.0,1.0,0.0
loki-lib.csv,1.0,1.0,0.0,29.0,0.0,0.0,11.0,0.0,0.0,1.0,28.0,20.0,6.0,2.0,0.0,0.0,1.0
patterntesting.csv,1.0,0.0,0.0,32.0,0.0,0.0,2.0,5.0,5.0,0.0,5.0,23.0,1.0,8.0,0.0,1.0,3.0
pokeglobal.csv,1.0,1.0,0.0,43.0,0.0,4.0,6.0,10.0,16.0,7.0,49.0,17.0,8.0,2.0,1.0,4.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,15.0,0.0,4.0,0.0
xbg.csv,0.0,69.0,0.0,1.0,1.0,0.0,97.0,5.0,0.0,1.0,1.0,3.0,7.0,0.0,69.0,74.0,53.0
zealos.csv,0.0,69.0,0.0,31.0,0.0,1.0,0.0,2.0,0.0,7.0,6.0,12.0,2.0,2.0,0.0,4.0,0.0
