,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,72.0,0.0,5.0,158.0,0.0,7.0,3.0,0.0,1.0,13.0,8.0,31.0,8.0,0.0,4.0,7.0,0.0,4.0,2.0,103.0
blogentis.csv,41.0,4.0,0.0,2.0,0.0,38.0,0.0,0.0,7.0,14.0,0.0,9.0,2.0,0.0,7.0,19.0,0.0,1.0,11.0,25.0
carabiner.csv,19.0,7.0,0.0,8.0,2.0,24.0,4.0,1.0,0.0,61.0,12.0,18.0,0.0,10.0,5.0,9.0,34.0,0.0,2.0,103.0
continuum-ide.csv,0.0,2.0,270.0,9.0,1.0,8.0,0.0,0.0,91.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,4.0,1.0,139.0,18.0
emulemorph.csv,72.0,108.0,355.0,2.0,59.0,10.0,8.0,0.0,91.0,61.0,18.0,24.0,0.0,49.0,55.0,58.0,7.0,72.0,139.0,103.0
free-evolution.csv,72.0,6.0,0.0,9.0,1.0,11.0,2.0,0.0,2.0,61.0,10.0,14.0,109.0,5.0,8.0,11.0,0.0,5.0,0.0,25.0
gtad.csv,0.0,108.0,355.0,158.0,59.0,2.0,92.0,0.0,91.0,61.0,0.0,2.0,2.0,0.0,3.0,58.0,1.0,1.0,2.0,103.0
htmlunit.csv,2.0,2.0,355.0,9.0,0.0,9.0,0.0,1.0,91.0,61.0,0.0,7.0,7.0,0.0,0.0,0.0,8.0,2.0,1.0,103.0
jaxen.csv,72.0,2.0,355.0,1.0,59.0,169.0,1.0,60.0,91.0,61.0,1.0,0.0,109.0,0.0,0.0,0.0,128.0,72.0,139.0,103.0
jsr308-langtools.csv,33.0,0.0,355.0,3.0,1.0,7.0,1.0,0.0,16.0,61.0,5.0,33.0,36.0,0.0,6.0,4.0,7.0,3.0,6.0,103.0
jvcl.csv,72.0,108.0,355.0,0.0,59.0,169.0,9.0,0.0,91.0,61.0,17.0,86.0,109.0,1.0,55.0,7.0,18.0,8.0,139.0,103.0
kaffeine.csv,54.0,7.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,40.0,15.0,58.0,2.0,2.0,10.0,3.0,19.0,6.0,16.0,91.0
m-m-m.csv,50.0,5.0,0.0,8.0,0.0,13.0,12.0,0.0,2.0,44.0,25.0,67.0,2.0,5.0,10.0,8.0,6.0,8.0,14.0,66.0
motu.csv,3.0,1.0,8.0,6.0,59.0,169.0,5.0,0.0,0.0,61.0,3.0,46.0,109.0,0.0,55.0,0.0,0.0,0.0,0.0,103.0
nh3d.csv,72.0,108.0,0.0,158.0,59.0,169.0,92.0,60.0,91.0,61.0,276.0,86.0,109.0,49.0,55.0,58.0,128.0,72.0,0.0,103.0
sarasvati.csv,5.0,3.0,355.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,13.0,15.0,109.0,6.0,3.0,4.0,7.0,72.0,3.0,103.0
taokgame.csv,72.0,108.0,355.0,7.0,0.0,9.0,11.0,0.0,0.0,57.0,7.0,86.0,109.0,4.0,55.0,13.0,6.0,24.0,0.0,103.0
wgs-assembler.csv,72.0,0.0,0.0,1.0,0.0,8.0,6.0,0.0,5.0,53.0,15.0,4.0,26.0,3.0,7.0,9.0,31.0,8.0,10.0,103.0
