,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,1.02,0.82,0.51,1.0,0.9,0.91,0.88,0.94,0.83,0.21,0.89,0.93,0.84,0.87,0.74,0.72,0.05,0.75,0.71,1.0
blogentis.csv,0.82,0.74,0.87,0.61,0.77,0.77,0.13,0.82,0.99,0.23,0.47,0.45,0.65,0.54,0.62,0.81,0.73,0.91,0.83,0.35
carabiner.csv,0.61,0.99,0.95,0.93,0.88,0.59,0.55,0.9,0.78,1.02,0.59,0.66,0.73,0.72,0.61,0.69,0.77,0.05,0.67,1.11
continuum-ide.csv,0.5,0.66,1.18,0.8,0.88,0.82,0.84,0.88,1.02,0.05,0.71,0.8,0.39,0.84,0.0,0.74,0.75,0.91,1.0,0.2
emulemorph.csv,1.0,1.0,1.0,0.75,1.0,0.84,0.95,0.9,1.0,1.02,0.97,0.85,0.0,1.0,1.0,1.0,0.87,1.0,1.0,1.0
free-evolution.csv,1.02,0.67,0.51,0.93,0.8,0.65,0.77,0.9,0.84,1.04,0.76,0.83,1.01,1.0,0.75,0.87,0.73,0.79,0.06,0.24
gtad.csv,0.0,1.0,1.0,1.0,1.0,0.91,1.0,0.94,1.0,1.0,0.85,0.8,0.83,0.97,0.94,1.0,0.86,0.96,0.94,1.0
htmlunit.csv,0.5,0.6,1.0,0.55,0.94,0.65,0.75,0.89,1.01,1.0,0.08,0.61,0.68,0.62,0.61,0.57,0.96,0.96,0.94,1.02
jaxen.csv,1.0,0.95,1.0,0.81,1.0,1.0,0.96,1.0,1.0,1.0,0.92,0.0,1.0,0.73,0.83,0.77,1.0,1.0,1.0,1.0
jsr308-langtools.csv,0.61,0.82,1.03,0.83,0.5,0.46,0.48,0.85,0.92,1.07,0.59,0.52,0.73,0.0,0.66,0.57,0.7,0.74,0.67,1.18
jvcl.csv,1.0,1.0,1.0,0.19,1.0,1.0,0.91,0.92,1.0,1.04,0.93,1.1,1.0,0.77,1.0,0.87,0.94,0.93,1.0,1.0
kaffeine.csv,0.99,1.0,1.0,0.92,0.09,0.57,0.63,1.02,0.89,0.66,0.9,0.85,0.98,0.36,1.0,0.74,0.85,0.94,0.97,0.99
m-m-m.csv,0.89,0.72,0.62,0.84,0.78,0.67,0.94,0.0,0.94,0.72,0.96,0.96,0.85,0.59,0.82,0.68,0.85,0.98,0.71,0.75
motu.csv,0.07,0.95,0.5,0.92,1.0,1.0,0.76,0.89,0.81,1.0,0.74,0.98,1.0,0.7,1.02,0.08,0.95,0.84,0.97,1.01
nh3d.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
sarasvati.csv,0.52,0.58,1.0,0.75,1.06,0.09,0.92,0.92,0.8,0.1,0.7,0.83,1.01,0.7,0.9,0.72,0.72,1.0,0.76,1.0
taokgame.csv,1.0,1.0,1.0,0.88,0.98,0.91,0.94,0.94,0.0,0.93,0.97,1.06,1.0,0.95,1.0,0.94,0.78,0.9,0.91,1.0
wgs-assembler.csv,1.01,0.0,0.38,0.73,0.78,0.48,0.83,0.74,0.83,0.87,0.74,0.61,0.87,0.71,0.62,0.7,0.77,0.79,0.64,1.02
