,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.92,0.0,0.95,0.41,0.67,0.55,0.71,0.9,0.67,0.92,0.69
gdis.csv,0.44,0.53,0.42,0.42,0.42,0.41,0.32,0.41,0.35,0.43,0.34
genoviz.csv,0.5,0.67,0.0,0.0,0.93,0.5,0.0,0.0,0.0,0.0,0.8
kml.csv,0.43,0.65,0.61,0.58,0.42,0.57,0.46,0.69,0.43,0.38,0.4
omseek.csv,0.75,0.0,0.44,0.89,0.83,0.97,0.58,0.9,0.46,0.59,0.6
ossbuild.csv,0.79,0.56,0.97,0.87,0.74,0.91,0.92,0.97,0.93,0.93,0.91
popeye-chess.csv,0.62,0.57,0.41,0.46,0.45,0.48,0.43,0.35,0.33,0.46,0.33
quarkplayer.csv,0.82,0.0,0.0,0.91,0.96,0.96,0.88,0.97,0.93,0.0,0.89
turbotrader-bos.csv,0.67,0.62,0.65,0.76,0.6,0.84,0.62,0.87,0.5,0.69,0.59
virtuoso.csv,0.5,0.5,0.42,0.64,0.52,0.66,0.5,0.85,0.86,0.51,0.5
zscreen.csv,0.48,0.59,0.61,0.57,0.46,0.54,0.77,0.34,0.28,0.58,0.37
