,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.31,0.31,0.06,0.12,0.11,0.5,0.0,0.37,0.07,0.51,0.35,0.21,0.07,0.05,0.5,0.16,0.38,0.19,0.5,0.11
autofac.csv,0.46,0.69,0.0,0.37,0.46,0.66,0.29,0.47,0.38,0.78,0.43,0.65,0.3,0.32,0.57,0.65,0.59,0.63,0.6,0.39
azureus.csv,0.25,0.31,0.24,0.07,0.17,0.23,0.5,0.3,0.1,0.0,0.14,0.12,0.26,0.1,0.43,0.0,0.38,0.12,0.0,0.08
coot.csv,0.51,0.19,0.33,0.32,0.31,0.26,0.36,0.48,0.45,0.42,0.69,0.76,0.22,0.32,0.57,0.0,0.22,0.37,0.2,0.64
cuberok.csv,0.36,0.75,0.27,0.37,0.0,0.48,0.26,0.5,0.27,0.74,0.65,0.44,0.52,0.32,0.63,0.32,0.62,0.19,0.8,0.19
dsworkbench.csv,0.1,0.0,0.06,0.22,0.09,0.14,0.24,0.26,0.2,0.49,0.06,0.09,0.07,0.02,0.3,0.11,0.38,0.16,0.0,0.0
gabel.csv,0.03,0.0,0.0,0.12,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gephex.csv,0.1,0.38,0.12,0.29,0.49,0.21,0.16,0.29,0.22,0.11,0.27,0.15,0.04,0.0,0.27,0.24,0.44,0.49,0.0,0.0
haggle.csv,0.22,0.31,0.3,0.0,0.26,0.34,0.21,0.34,0.58,0.46,0.12,0.15,0.0,0.49,0.4,0.51,0.28,0.28,0.2,0.42
icescrum.csv,0.1,0.06,0.0,0.02,0.03,0.28,0.07,0.23,0.02,0.24,0.08,0.12,0.02,0.15,0.5,0.08,0.0,0.09,0.1,0.06
javaprofiler.csv,0.4,0.0,0.33,0.61,0.51,0.14,0.38,0.51,0.6,0.36,0.22,0.35,0.13,0.46,0.43,0.57,0.69,0.67,0.0,0.03
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.07,0.12,0.12,0.22,0.06,0.01,0.17,0.1,0.15,0.11,0.02,0.02,0.11,0.07,0.17,0.43,0.59,0.26,0.0,0.03
octet.csv,0.09,0.5,0.42,0.34,0.06,0.44,0.47,0.18,0.35,0.65,0.0,0.73,0.48,0.17,0.6,0.43,0.62,0.21,0.3,0.25
openefm.csv,0.0,0.88,0.45,0.41,0.23,0.42,0.38,0.25,0.18,0.31,0.14,0.41,0.54,0.07,0.6,0.54,0.72,0.28,0.2,0.31
rcp-company-uibindings.csv,0.85,1.0,1.0,1.0,1.0,0.88,0.97,0.91,1.0,0.98,0.98,0.82,0.7,1.0,0.97,1.0,1.0,1.0,0.0,0.92
servicestack.csv,0.91,0.62,0.58,0.27,0.77,0.92,0.9,0.58,0.4,0.58,0.61,0.58,0.0,0.44,0.67,0.51,0.72,0.58,0.5,0.64
synecdoche.csv,0.57,0.5,0.33,0.32,0.71,0.48,0.4,0.5,0.32,0.58,0.24,0.2,0.3,0.22,0.47,0.35,0.59,0.0,0.4,0.36
tmva.csv,0.94,0.75,0.58,0.51,0.74,0.77,0.69,0.72,0.03,0.5,0.8,0.62,0.59,0.54,0.43,0.41,0.41,0.51,0.5,0.61
wsmt.csv,0.1,0.25,0.3,0.12,0.17,0.08,0.33,0.21,0.37,0.06,0.31,0.48,0.17,0.37,0.0,0.51,0.06,0.47,0.1,0.17
