,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.65,0.0,0.41,0.68,0.82,0.55,0.88,0.87,0.24,0.87,0.77,0.21,0.65,0.65,0.2,0.8,0.74,0.5,0.84,0.61
array4j.csv,0.88,0.0,0.3,0.03,0.27,0.58,0.78,0.92,0.2,0.59,0.25,0.52,0.76,0.55,0.0,0.08,0.39,0.17,0.79,0.65
bzbyte.csv,0.71,1.0,1.0,1.0,0.66,0.05,1.0,1.0,0.0,0.99,0.85,0.74,0.95,0.75,1.0,0.04,1.0,0.28,0.0,0.23
capcode.csv,0.65,0.29,0.83,0.77,0.32,0.47,0.75,0.4,0.76,0.63,0.27,0.69,0.84,0.78,1.0,0.12,0.67,0.44,0.55,0.52
fm-classic.csv,0.12,0.07,0.06,0.13,0.31,0.06,0.04,0.02,0.04,0.09,0.15,0.04,0.14,0.06,0.2,0.24,0.01,0.06,0.16,0.16
freenet.csv,0.59,0.21,0.37,0.87,0.77,0.43,0.71,0.61,0.93,1.0,0.87,0.65,0.78,0.74,0.8,0.16,0.52,0.44,0.96,0.84
hannosset.csv,0.53,0.43,0.16,0.26,0.23,0.22,0.19,0.05,0.09,0.06,0.21,0.39,0.0,0.22,0.2,0.2,0.23,0.17,0.66,0.29
haphazard.csv,0.65,0.21,0.02,0.06,0.41,0.58,0.51,0.23,0.11,0.24,0.31,0.22,0.16,0.19,0.0,0.36,0.28,0.44,0.4,0.65
intact.csv,0.35,0.07,0.27,0.16,0.44,0.41,0.3,0.29,0.09,0.37,0.58,0.47,0.14,0.3,0.2,0.2,0.48,0.44,0.78,0.29
ipfire-wall.csv,0.18,0.07,0.06,0.77,0.69,0.1,0.08,0.15,0.24,0.72,0.6,0.19,0.27,0.26,0.0,0.84,0.07,0.11,0.09,0.55
jlinalg.csv,0.35,0.07,0.49,0.81,0.75,0.49,0.52,0.19,0.57,0.69,0.62,0.56,0.57,0.43,0.6,0.64,0.13,0.33,0.67,0.39
nassp.csv,0.35,0.29,0.19,0.13,0.17,0.19,0.14,0.1,0.22,0.12,0.13,0.33,0.16,0.26,0.2,0.2,0.22,0.33,0.07,0.26
ondex.csv,0.0,0.14,0.54,0.06,0.25,0.32,0.27,0.4,0.17,0.38,0.33,0.18,0.49,0.33,0.2,0.92,0.7,0.72,0.29,0.16
optalgtoolkit.csv,0.29,0.79,0.78,0.35,0.65,0.7,0.64,0.81,0.76,0.91,0.77,0.5,0.76,0.6,0.2,0.96,0.7,0.72,0.76,0.42
pustefix.csv,0.35,0.43,0.56,0.87,0.75,0.25,0.52,0.26,0.74,0.87,0.62,0.54,0.59,0.51,0.8,0.92,0.59,0.78,0.53,0.71
soar.csv,1.0,0.57,0.87,0.97,0.75,0.9,0.95,1.0,1.0,0.97,0.83,0.81,1.0,1.0,1.0,0.32,1.0,0.67,0.66,0.94
sqlpower-library.csv,0.35,0.79,0.86,0.1,0.68,0.86,0.64,0.63,1.0,0.56,0.85,0.51,1.0,1.0,0.8,0.96,0.97,0.61,0.99,0.58
super-tux.csv,0.59,0.0,0.79,0.39,0.34,0.87,0.41,0.94,0.54,0.19,0.54,0.58,0.95,0.73,0.0,0.12,0.88,0.78,0.66,0.52
tart.csv,0.06,0.43,0.6,0.19,0.51,0.58,0.52,0.37,0.43,0.5,0.27,0.42,0.86,0.22,0.2,0.88,0.48,0.83,0.42,0.06
web-cat.csv,0.18,0.93,0.84,0.42,0.61,0.83,0.58,0.6,0.67,0.69,0.83,0.62,0.78,0.69,0.2,0.96,0.81,1.0,0.87,0.26
