,f1,g,recall,precision,pf,wins
dxengine.csv,0.38,0.445,0.5449999999999999,0.41000000000000003,0.54,3
freedom-erp.csv,0.255,0.30500000000000005,0.27,0.405,0.11,2
javaprofiler.csv,0.49,0.51,0.565,0.42000000000000004,0.605,6
jmoney.csv,0.49,0.46499999999999997,0.44999999999999996,0.5349999999999999,0.345,10
jsidplay2.csv,0.345,0.36,0.32,0.49,0.265,4
reaper3d.csv,0.42,0.485,0.54,0.45999999999999996,0.375,8
servicestack.csv,0.035,0.025,0.02,0.41500000000000004,0.01,0
springside.csv,0.495,0.535,0.615,0.405,0.5,9
swtfox.csv,0.455,0.42,0.4,0.45999999999999996,0.375,5
synecdoche.csv,0.585,0.565,0.62,0.515,0.505,11
tmva.csv,0.495,0.565,0.625,0.445,0.6,7
wsmt.csv,0.12,0.08,0.065,0.47,0.08499999999999999,1
