,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.39,0.62,0.43,0.47,0.62,0.17,0.0,0.5,0.14,0.59,0.2,0.46
freedom-erp.csv,0.78,0.13,0.44,0.0,0.28,0.02,0.72,0.0,0.33,0.34,0.51,0.05
javaprofiler.csv,0.57,0.52,0.47,0.51,0.46,0.55,0.0,0.26,0.57,0.39,0.51,0.81
jmoney.csv,0.8,0.73,0.63,0.39,0.41,0.4,0.4,0.63,0.52,0.35,0.57,0.37
jsidplay2.csv,0.44,0.29,0.81,0.07,0.39,0.37,0.5,0.42,0.21,0.07,0.35,0.3
reaper3d.csv,0.63,0.68,0.62,0.47,0.39,0.17,0.6,0.82,0.5,0.34,0.47,0.29
servicestack.csv,0.06,0.0,0.0,0.07,0.15,0.01,0.01,0.0,0.68,0.04,0.0,0.04
springside.csv,0.62,0.51,0.56,0.69,0.45,0.44,0.52,0.6,0.69,0.25,0.55,0.23
swtfox.csv,0.36,0.61,0.37,0.55,0.67,0.41,0.07,0.14,0.74,0.43,0.28,0.65
synecdoche.csv,0.8,0.52,0.76,0.35,0.49,0.55,0.69,0.6,0.57,0.56,0.64,0.47
tmva.csv,0.51,0.56,0.72,0.63,0.45,0.76,0.13,0.59,0.46,0.57,0.62,0.38
wsmt.csv,0.24,0.09,0.06,0.17,0.06,0.01,0.07,0.0,0.3,0.79,0.0,0.55
