,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.39,0.55,0.69,0.29,0.43,0.82,0.0,0.07,0.07,0.56,0.28,0.65
freedom-erp.csv,0.79,0.33,0.92,0.0,0.23,1.0,0.77,0.0,0.25,0.42,0.39,1.0
javaprofiler.csv,0.34,0.33,0.71,0.36,0.35,0.75,0.58,0.03,0.5,0.46,0.38,0.91
jmoney.csv,0.67,0.5,0.84,0.49,0.34,0.75,0.7,0.13,0.57,0.38,0.44,0.86
jsidplay2.csv,0.42,0.27,0.92,0.33,0.28,0.82,0.62,0.1,0.6,0.14,0.56,0.57
reaper3d.csv,0.42,0.55,0.82,0.44,0.48,0.79,0.62,0.17,0.25,0.42,0.35,0.7
servicestack.csv,0.25,0.0,0.0,0.5,0.71,1.0,1.0,0.0,0.61,0.33,0.0,1.0
springside.csv,0.41,0.37,0.77,0.61,0.33,0.77,0.71,0.09,0.36,0.31,0.4,0.78
swtfox.csv,0.23,0.52,0.71,0.34,0.65,0.79,0.32,0.02,0.45,0.47,0.35,0.74
synecdoche.csv,0.48,0.33,0.9,0.42,0.34,0.85,0.66,0.09,0.3,0.55,0.62,0.64
tmva.csv,0.31,0.35,0.88,0.43,0.31,0.85,0.59,0.09,0.23,0.61,0.46,0.54
wsmt.csv,0.44,0.5,0.75,0.35,0.29,0.67,0.5,0.0,0.14,0.9,0.0,0.71
