,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,8.0,0.0,3.0,0.0,0.0,0.0,166.0,31.0,2.0,1.0,1.0,0.0
freedom-erp.csv,1.0,1.0,0.0,144.0,4.0,0.0,0.0,107.0,0.0,0.0,3.0,0.0
javaprofiler.csv,13.0,3.0,2.0,0.0,0.0,1.0,1.0,13.0,1.0,1.0,6.0,0.0
jmoney.csv,0.0,4.0,3.0,2.0,0.0,2.0,6.0,11.0,1.0,1.0,0.0,1.0
jsidplay2.csv,8.0,4.0,1.0,4.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,1.0
reaper3d.csv,12.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0
servicestack.csv,3.0,77.0,78.0,3.0,1.0,0.0,0.0,107.0,0.0,2.0,71.0,0.0
springside.csv,4.0,8.0,1.0,0.0,2.0,2.0,2.0,28.0,7.0,6.0,5.0,0.0
swtfox.csv,14.0,3.0,2.0,40.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0
synecdoche.csv,3.0,10.0,1.0,9.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
tmva.csv,11.0,4.0,1.0,0.0,3.0,0.0,1.0,28.0,0.0,1.0,1.0,0.0
wsmt.csv,5.0,2.0,1.0,7.0,0.0,0.0,1.0,107.0,1.0,0.0,71.0,0.0
