,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.06,0.5,0.73,0.5,0.94,0.93,0.77,0.11,0.09,1.0,0.91,0.33,1.0,0.18,0.44,0.33,0.48,0.46
fbmanager.csv,0.0,0.61,0.79,1.0,0.81,0.89,0.74,0.28,0.03,0.8,0.86,0.44,0.86,0.17,0.27,0.32,0.39,0.34
freenet.csv,0.02,0.45,0.61,0.52,0.75,0.9,0.99,0.23,0.03,0.48,0.82,0.33,0.67,0.07,0.25,0.23,0.36,0.26
geogebra.csv,0.0,0.86,0.68,0.4,0.75,1.0,0.65,0.07,0.05,0.79,0.71,0.5,0.83,1.0,0.57,0.29,0.29,0.99
google-caja.csv,0.01,0.73,0.66,0.71,0.85,0.88,0.68,0.18,0.04,0.58,0.99,0.32,0.89,0.14,0.33,0.28,0.37,0.29
hibernate.csv,0.03,0.45,0.6,0.67,0.76,0.91,0.8,0.09,0.05,1.0,0.93,0.33,1.0,0.1,0.39,0.8,1.0,0.35
illumination.csv,0.0,0.42,0.5,0.42,0.77,1.0,0.72,0.0,0.03,1.0,0.86,0.5,0.67,0.08,0.29,1.0,0.35,0.2
kindb.csv,0.02,0.73,0.59,0.67,0.85,0.9,0.71,0.18,0.06,0.75,0.94,0.42,0.97,0.16,0.49,0.24,0.39,0.39
officefloor.csv,0.0,0.44,0.57,0.45,0.71,1.0,0.56,0.21,0.86,0.29,0.7,0.17,0.47,0.19,0.43,0.0,0.25,0.18
paintown.csv,0.02,1.0,0.72,0.63,0.83,0.94,0.74,0.31,0.04,0.56,0.81,0.37,0.77,0.13,0.37,0.19,0.33,0.33
poormans.csv,0.0,0.33,0.61,0.47,0.82,0.88,0.8,0.12,0.07,0.74,0.78,0.38,0.88,0.5,1.0,0.18,0.44,0.34
qlc.csv,0.08,0.82,0.53,1.0,1.0,1.0,0.88,1.0,0.07,0.57,0.68,0.38,0.64,0.5,0.19,0.0,0.42,0.45
repositorium.csv,0.03,0.45,0.56,0.39,0.64,0.83,0.66,0.08,0.04,0.63,0.85,0.23,0.67,0.91,0.39,0.29,0.31,0.24
sevenupdate.csv,0.01,0.49,0.65,0.54,0.71,1.0,0.8,0.14,0.03,0.53,0.71,0.3,0.68,0.11,0.21,0.21,0.28,0.25
sqlpower-library.csv,0.02,0.59,0.62,0.48,0.96,0.87,0.67,0.14,0.03,0.51,0.74,0.31,0.68,0.1,0.18,0.2,0.28,0.26
triplea.csv,0.02,0.58,0.97,0.66,0.77,0.89,0.72,0.19,0.04,0.6,0.75,0.24,0.79,0.1,0.28,0.24,0.39,0.37
yarp0.csv,0.0,0.59,0.65,0.57,0.85,0.88,0.73,0.11,0.03,0.55,0.82,1.0,0.79,0.1,0.22,0.3,0.29,0.2
