,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.97,0.09,0.53,0.04,0.42,0.33,0.57,0.07,0.47,0.97,0.31,0.07,0.07,0.21,0.57,0.4,0.23,0.52
fbmanager.csv,0.0,0.59,0.39,1.0,0.58,0.51,0.65,0.72,0.48,0.49,0.64,0.53,0.72,0.57,0.6,0.56,0.51,0.63
freenet.csv,0.77,0.5,0.5,0.48,0.58,0.59,0.98,0.78,0.52,0.49,0.62,0.51,0.24,0.38,0.64,0.61,0.56,0.6
geogebra.csv,0.0,0.11,0.45,0.07,0.57,0.24,0.45,0.07,0.39,0.46,0.41,0.15,0.62,0.11,0.28,0.15,0.41,0.95
google-caja.csv,0.57,0.58,0.61,0.7,0.63,0.51,0.6,0.6,0.71,0.68,0.97,0.6,0.73,0.64,0.79,0.66,0.69,0.69
hibernate.csv,0.9,0.18,0.32,0.15,0.59,0.24,0.36,0.13,0.42,0.35,0.38,0.07,0.07,0.21,0.54,0.28,0.95,0.54
illumination.csv,0.0,0.42,0.39,0.18,0.46,0.05,0.37,0.0,0.19,0.13,0.18,0.07,0.28,0.11,0.07,0.9,0.09,0.38
kindb.csv,0.86,0.62,0.5,0.69,0.63,0.43,0.62,0.69,0.72,0.6,0.69,0.53,0.94,0.62,0.65,0.54,0.52,0.69
officefloor.csv,0.0,0.26,0.29,0.18,0.46,0.32,0.42,0.43,0.85,0.09,0.47,0.28,0.24,0.31,0.11,0.0,0.44,0.35
paintown.csv,0.75,0.97,0.58,0.53,0.63,0.62,0.61,0.69,0.63,0.41,0.57,0.6,0.67,0.55,0.74,0.5,0.58,0.71
poormans.csv,0.0,0.31,0.52,0.25,0.65,0.35,0.62,0.07,0.47,0.56,0.31,0.42,0.25,0.22,0.95,0.14,0.38,0.54
qlc.csv,0.97,0.25,0.29,0.18,0.18,0.26,0.15,0.95,0.21,0.18,0.32,0.61,0.46,0.11,0.38,0.0,0.26,0.2
repositorium.csv,0.93,0.4,0.49,0.29,0.22,0.12,0.45,0.2,0.63,0.48,0.26,0.22,0.15,0.92,0.37,0.45,0.37,0.57
sevenupdate.csv,0.3,0.17,0.54,0.35,0.45,0.98,0.53,0.13,0.05,0.37,0.26,0.0,0.0,0.0,0.05,0.33,0.3,0.57
sqlpower-library.csv,0.85,0.62,0.51,0.47,0.96,0.49,0.56,0.41,0.59,0.57,0.55,0.54,0.0,0.05,0.49,0.42,0.54,0.59
triplea.csv,0.79,0.67,0.99,0.63,0.63,0.39,0.67,0.72,0.65,0.57,0.58,0.46,0.76,0.45,0.69,0.57,0.58,0.67
yarp0.csv,0.0,0.48,0.59,0.62,0.63,0.46,0.65,0.32,0.53,0.44,0.62,1.0,0.67,0.43,0.53,0.7,0.42,0.48
