,recall,precision,pf,wins
botsnscouts.csv,0.31999999999999995,0.49,0.09,11
fbmanager.csv,0.57,0.525,0.325,12
freenet.csv,0.735,0.405,0.61,2
geogebra.csv,0.29000000000000004,0.665,0.11499999999999999,16
google-caja.csv,0.74,0.475,0.54,5
hibernate.csv,0.29000000000000004,0.635,0.165,15
illumination.csv,0.15,0.45999999999999996,0.10500000000000001,6
kindb.csv,0.63,0.54,0.32,14
officefloor.csv,0.26,0.435,0.255,3
paintown.csv,0.62,0.465,0.395,9
poormans.csv,0.32,0.485,0.24,7
qlc.csv,0.215,0.55,0.065,13
repositorium.csv,0.39,0.42000000000000004,0.28500000000000003,4
sevenupdate.csv,0.99,0.395,0.92,0
sqlpower-library.csv,0.665,0.395,0.65,1
triplea.csv,0.71,0.485,0.5,8
yarp0.csv,0.61,0.56,0.48,10
