,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.15,0.93,0.58,0.97,0.63,0.73,0.55,0.95,0.59,0.04,0.73,0.94,0.94,0.82,0.5,0.67,0.82,0.55
fbmanager.csv,1.23,0.55,0.67,0.0,0.56,0.7,0.57,0.4,0.85,0.57,0.48,0.57,0.39,0.57,0.59,0.55,0.6,0.52
freenet.csv,0.6,0.77,0.82,0.83,0.68,0.72,0.02,0.49,0.81,0.83,0.55,0.65,0.94,0.94,0.65,0.7,0.59,0.65
geogebra.csv,1.11,0.91,0.66,0.95,0.78,0.8,0.86,0.95,0.68,0.6,0.9,0.88,0.48,0.91,0.77,0.89,0.88,0.06
google-caja.csv,0.79,0.49,0.63,0.44,0.49,0.78,0.7,0.58,0.61,0.62,0.05,0.7,0.35,0.64,0.5,0.56,0.6,0.59
hibernate.csv,0.35,0.87,0.77,0.88,0.67,0.81,0.7,0.91,0.66,0.7,0.67,0.94,0.94,0.84,0.54,0.76,0.06,0.56
illumination.csv,1.0,0.79,0.85,0.88,0.67,0.96,0.71,1.0,0.85,0.89,0.85,0.94,0.8,0.92,0.94,0.12,0.93,0.76
kindb.csv,0.45,0.46,0.72,0.49,0.49,0.7,0.63,0.64,0.44,0.48,0.36,0.58,0.09,0.56,0.42,0.64,0.59,0.44
officefloor.csv,1.03,0.82,0.8,0.87,0.86,0.73,0.88,0.65,0.18,0.94,0.78,0.9,0.94,0.74,0.91,1.0,0.88,0.8
paintown.csv,0.62,0.04,0.55,0.6,0.51,0.51,0.57,0.41,0.57,0.7,0.57,0.58,0.53,0.64,0.42,0.75,0.64,0.5
poormans.csv,1.04,0.89,0.7,0.83,0.53,0.77,0.49,0.95,0.6,0.52,0.76,0.68,0.8,0.82,0.06,0.89,0.69,0.56
qlc.csv,0.12,0.8,0.82,0.85,0.85,0.78,0.88,0.06,0.82,0.86,0.81,0.56,0.77,0.91,0.76,1.0,0.79,0.83
repositorium.csv,0.27,0.75,0.82,0.86,1.02,0.91,0.71,0.89,0.54,0.61,0.79,0.85,0.89,0.09,0.69,0.64,0.73,0.76
sevenupdate.csv,0.92,0.96,0.81,0.9,0.74,0.02,0.56,0.97,0.99,0.73,0.95,1.0,1.0,1.0,0.99,0.91,0.92,0.77
sqlpower-library.csv,0.46,0.55,0.82,0.76,0.12,0.8,0.77,0.88,0.64,0.73,0.73,0.68,1.0,1.0,0.81,0.88,0.74,0.63
triplea.csv,0.57,0.57,0.05,0.52,0.68,0.73,0.62,0.63,0.58,0.58,0.73,0.83,0.51,0.76,0.58,0.64,0.56,0.46
yarp0.csv,1.13,0.63,0.64,0.64,0.49,0.74,0.57,0.81,0.77,0.68,0.55,0.0,0.5,0.88,0.68,0.53,0.73,0.76
