,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.11,0.13,0.59,0.06,0.53,0.44,0.64,0.07,0.14,0.98,0.42,0.11,0.11,0.18,0.48,0.34,0.27,0.47
fbmanager.csv,0.0,0.59,0.48,1.0,0.67,0.65,0.71,0.41,0.05,0.57,0.73,0.47,0.77,0.26,0.38,0.4,0.43,0.44
freenet.csv,0.03,0.49,0.71,0.63,0.7,0.81,0.99,0.36,0.05,0.57,0.71,0.4,0.78,0.12,0.37,0.36,0.44,0.37
geogebra.csv,0.0,0.16,0.51,0.1,0.81,0.34,0.72,0.06,0.09,0.54,0.71,0.2,0.69,0.17,0.33,0.17,0.43,0.97
google-caja.csv,0.02,0.62,0.66,0.71,0.71,0.71,0.71,0.28,0.08,0.68,0.98,0.45,0.79,0.23,0.48,0.4,0.5,0.43
hibernate.csv,0.05,0.22,0.38,0.2,0.71,0.33,0.45,0.1,0.1,0.46,0.49,0.11,0.11,0.13,0.44,0.36,0.97,0.42
illumination.csv,0.0,0.42,0.43,0.22,0.56,0.08,0.45,0.0,0.05,0.2,0.26,0.11,0.35,0.08,0.1,0.94,0.11,0.26
kindb.csv,0.04,0.65,0.54,0.69,0.71,0.54,0.7,0.3,0.1,0.64,0.77,0.46,0.96,0.25,0.55,0.33,0.44,0.5
officefloor.csv,0.0,0.29,0.35,0.22,0.74,0.42,0.52,0.27,0.84,0.12,0.58,0.21,0.29,0.22,0.15,0.0,0.36,0.23
paintown.csv,0.03,0.98,0.63,0.56,0.72,0.74,0.68,0.42,0.07,0.44,0.67,0.47,0.74,0.21,0.5,0.28,0.42,0.46
poormans.csv,0.0,0.3,0.57,0.29,0.74,0.45,0.69,0.08,0.12,0.61,0.4,0.38,0.33,0.27,0.97,0.14,0.38,0.41
qlc.csv,0.14,0.33,0.34,0.26,0.26,0.37,0.21,0.97,0.11,0.24,0.41,0.48,0.54,0.15,0.25,0.0,0.29,0.25
repositorium.csv,0.07,0.41,0.58,0.32,0.62,0.18,0.51,0.11,0.08,0.52,0.35,0.21,0.2,0.91,0.35,0.34,0.32,0.36
sevenupdate.csv,0.02,0.66,0.79,0.69,0.54,0.99,0.61,0.24,0.05,0.41,0.74,0.46,0.81,0.2,0.35,0.35,0.43,0.39
sqlpower-library.csv,0.04,0.6,0.73,0.48,0.97,0.68,0.72,0.24,0.06,0.59,0.68,0.4,0.81,0.17,0.28,0.32,0.39,0.37
triplea.csv,0.03,0.64,0.98,0.64,0.77,0.5,0.75,0.32,0.07,0.58,0.73,0.33,0.83,0.16,0.41,0.34,0.46,0.48
yarp0.csv,0.0,0.5,0.63,0.62,0.71,0.59,0.72,0.15,0.05,0.47,0.71,1.0,0.73,0.18,0.31,0.43,0.33,0.28
