,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.94,0.9,0.45,0.5,0.56,0.47,0.39,0.89,0.83,0.46,0.83,0.67,0.5,0.91,0.59,0.78,0.98,0.62
fbmanager.csv,0.35,0.52,0.64,0.5,0.41,0.43,0.35,0.67,0.51,0.53,0.42,0.61,0.32,0.39,0.51,0.5,0.54,0.47
freenet.csv,0.41,0.51,0.32,0.44,0.42,0.45,0.43,0.49,0.55,0.35,0.45,0.62,0.46,0.39,0.5,0.38,0.56,0.52
geogebra.csv,0.55,0.86,0.58,0.8,0.45,0.6,0.4,0.93,0.67,0.64,0.44,0.75,0.33,0.0,0.93,0.86,0.49,0.77
google-caja.csv,0.31,0.41,0.34,0.38,0.36,0.36,0.33,0.4,0.43,0.34,0.34,0.32,0.33,0.34,0.36,0.35,0.43,0.39
hibernate.csv,0.54,0.95,0.6,0.83,0.49,0.64,0.66,0.95,0.8,0.75,0.68,0.67,0.5,0.7,0.68,0.8,0.74,0.61
illumination.csv,0.83,0.71,0.54,0.92,0.62,0.5,0.64,0.0,0.99,0.67,0.93,0.5,0.58,0.92,0.86,0.93,0.97,0.7
kindb.csv,0.42,0.42,0.37,0.36,0.36,0.48,0.32,0.42,0.44,0.45,0.39,0.42,0.36,0.36,0.49,0.41,0.46,0.42
officefloor.csv,0.81,0.97,0.93,0.91,0.49,0.92,0.59,0.91,0.97,0.86,0.59,0.83,0.93,0.94,0.86,0.5,0.55,0.9
paintown.csv,0.4,0.51,0.48,0.56,0.49,0.47,0.42,0.54,0.54,0.61,0.43,0.48,0.48,0.44,0.48,0.45,0.57,0.5
poormans.csv,0.57,0.86,0.46,0.93,0.42,0.76,0.38,0.88,0.71,0.58,0.67,0.69,0.88,0.75,0.72,0.91,0.64,0.59
qlc.csv,0.92,0.94,0.87,0.8,0.86,0.91,0.96,0.94,0.99,0.86,0.71,0.65,0.56,0.5,0.76,0.67,0.99,0.97
repositorium.csv,0.69,0.78,0.44,0.91,0.48,0.83,0.59,0.97,0.55,0.58,0.95,0.77,0.83,0.91,0.79,0.79,0.66,0.51
sevenupdate.csv,0.33,0.43,0.33,0.43,0.5,0.48,0.49,0.41,0.45,0.59,0.4,0.39,0.44,0.41,0.45,0.36,0.46,0.45
sqlpower-library.csv,0.47,0.55,0.33,0.7,0.43,0.55,0.41,0.44,0.64,0.46,0.42,0.45,0.44,0.41,0.59,0.39,0.58,0.57
triplea.csv,0.43,0.49,0.39,0.47,0.4,0.58,0.33,0.51,0.51,0.52,0.38,0.48,0.39,0.41,0.46,0.43,0.46,0.42
yarp0.csv,0.51,0.59,0.39,0.55,0.45,0.56,0.38,0.72,0.53,0.65,0.42,0.62,0.41,0.45,0.52,0.52,0.69,0.54
